,date,station_id,users_count
64,2022-01-01,3704.08,4
65,2022-01-01,3707.01,1
66,2022-01-01,3722.04,21
67,2022-01-01,3731.11,8
68,2022-01-01,3736.03,6
69,2022-01-01,3736.04,3
70,2022-01-01,3739.06,5
71,2022-01-01,3762.08,2
72,2022-01-01,3771.06,14
73,2022-01-01,3803.05,8
74,2022-01-01,3803.09,25
75,2022-01-01,3811.05,2
76,2022-01-01,3834.1,18
77,2022-01-01,3842.08,4
78,2022-01-01,3847.04,4
79,2022-01-01,3850.03,5
80,2022-01-01,3856.03,4
81,2022-01-01,3865.05,17
82,2022-01-01,3874.01,6
83,2022-01-01,3879.04,11
84,2022-01-01,3882.01,5
85,2022-01-01,3887.03,4
86,2022-01-01,3905.15,21
87,2022-01-01,3914.02,2
88,2022-01-01,3919.07,33
89,2022-01-01,3922.02,7
90,2022-01-01,3928.08,14
91,2022-01-01,3931.09,2
92,2022-01-01,3946.07,10
93,2022-01-01,3955.05,14
94,2022-01-01,3960.01,14
95,2022-01-01,3972.08,1
96,2022-01-01,3978.13,8
97,2022-01-01,3981.1,3
98,2022-01-01,3987.06,15
99,2022-01-01,3993.03,23
100,2022-01-01,3996.01,3
101,2022-01-01,4001.09,16
102,2022-01-01,4010.01,26
103,2022-01-01,4010.13,16
104,2022-01-01,4010.15,21
105,2022-01-01,4019.06,17
106,2022-01-01,4028.03,12
107,2022-01-01,4028.04,4
108,2022-01-01,4033.06,8
109,2022-01-01,4042.08,13
110,2022-01-01,4045.01,3
111,2022-01-01,4051.01,14
112,2022-01-01,4054.02,1
113,2022-01-01,4060.09,2
114,2022-01-01,4066.15,17
115,2022-01-01,4074.03,24
116,2022-01-01,4077.04,11
117,2022-01-01,4077.07,9
118,2022-01-01,4086.05,4
119,2022-01-01,4086.06,1
120,2022-01-01,4095.03,5
121,2022-01-01,4095.1,9
122,2022-01-01,4101.17,12
123,2022-01-01,4107.05,16
124,2022-01-01,4107.13,6
125,2022-01-01,4110.1,3
126,2022-01-01,4116.08,11
127,2022-01-01,4119.04,4
128,2022-01-01,4124.04,8
129,2022-01-01,4125.07,11
130,2022-01-01,4134.06,13
131,2022-01-01,4137.1,3
132,2022-01-01,4137.14,4
133,2022-01-01,4143.03,6
134,2022-01-01,4143.04,2
135,2022-01-01,4148.07,2
136,2022-01-01,4151.01,5
137,2022-01-01,4157.1,17
138,2022-01-01,4157.15,11
139,2022-01-01,4161.01,4
140,2022-01-01,4166.08,7
141,2022-01-01,4169.04,4
142,2022-01-01,4175.14,16
143,2022-01-01,4175.15,9
144,2022-01-01,4184.07,5
145,2022-01-01,4190.06,14
146,2022-01-01,4193.14,9
147,2022-01-01,4199.12,13
148,2022-01-01,4202.04,3
149,2022-01-01,4205.06,9
150,2022-01-01,4208.01,8
151,2022-01-01,4214.03,12
152,2022-01-01,4217.02,5
153,2022-01-01,4222.02,10
154,2022-01-01,4225.14,13
155,2022-01-01,4228.02,22
156,2022-01-01,4231.04,15
157,2022-01-01,4237.01,6
158,2022-01-01,4237.02,10
159,2022-01-01,4243.01,2
160,2022-01-01,4244.06,2
161,2022-01-01,4249.1,8
162,2022-01-01,4255.05,8
163,2022-01-01,4258.07,2
164,2022-01-01,4263.12,19
165,2022-01-01,4266.03,10
166,2022-01-01,4278.03,4
167,2022-01-01,4281.08,12
168,2022-01-01,4285.09,10
169,2022-01-01,4290.08,9
170,2022-01-01,4298.05,11
171,2022-01-01,4307.13,18
172,2022-01-01,4319.07,7
173,2022-01-01,4322.06,15
174,2022-01-01,4327.09,5
175,2022-01-01,4330.09,2
176,2022-01-01,4336.01,9
177,2022-01-01,4339.01,4
178,2022-01-01,4345.11,18
179,2022-01-01,4354.05,3
180,2022-01-01,4354.07,24
181,2022-01-01,4357.01,1
182,2022-01-01,4362.04,2
183,2022-01-01,4366.01,5
184,2022-01-01,4368.05,16
185,2022-01-01,4371.01,16
186,2022-01-01,4374.01,4
187,2022-01-01,4377.04,4
188,2022-01-01,4380.08,9
189,2022-01-01,4386.05,5
190,2022-01-01,4392.04,19
191,2022-01-01,4395.07,26
192,2022-01-01,4404.1,5
193,2022-01-01,4413.08,11
194,2022-01-01,4419.03,15
195,2022-01-01,4422.04,15
196,2022-01-01,4422.05,8
197,2022-01-01,4425.02,16
198,2022-01-01,4428.02,12
199,2022-01-01,4432.1,2
200,2022-01-01,4434.06,6
201,2022-01-01,4437.01,9
202,2022-01-01,4437.09,7
203,2022-01-01,4440.02,14
204,2022-01-01,4441.06,8
205,2022-01-01,4446.01,18
206,2022-01-01,4446.05,7
207,2022-01-01,4452.01,21
208,2022-01-01,4452.03,10
209,2022-01-01,4455.1,21
210,2022-01-01,4455.11,14
211,2022-01-01,4461.01,18
212,2022-01-01,4461.04,11
213,2022-01-01,4470.09,10
214,2022-01-01,4474.01,1
215,2022-01-01,4476.03,18
216,2022-01-01,4479.08,17
217,2022-01-01,4483.1,11
218,2022-01-01,4488.08,1
219,2022-01-01,4488.09,12
220,2022-01-01,4494.04,14
221,2022-01-01,4497.09,5
222,2022-01-01,4507.07,3
223,2022-01-01,4510.04,6
224,2022-01-01,4513.06,12
225,2022-01-01,4513.09,6
226,2022-01-01,4517.03,5
227,2022-01-01,4519.02,12
228,2022-01-01,4519.04,9
229,2022-01-01,4522.07,17
230,2022-01-01,4526.01,10
231,2022-01-01,4528.01,13
232,2022-01-01,4531.05,16
233,2022-01-01,4546.04,17
234,2022-01-01,4546.05,9
235,2022-01-01,4550.05,2
236,2022-01-01,4553.04,8
237,2022-01-01,4560.01,2
238,2022-01-01,4565.04,16
239,2022-01-01,4568.01,4
240,2022-01-01,4582.05,4
241,2022-01-01,4587.02,2
242,2022-01-01,4591.04,4
243,2022-01-01,4596.05,7
244,2022-01-01,4596.09,27
245,2022-01-01,4600.09,8
246,2022-01-01,4605.04,20
247,2022-01-01,4608.01,13
248,2022-01-01,4611.03,34
249,2022-01-01,4614.04,24
250,2022-01-01,4617.01,13
251,2022-01-01,4620.02,12
252,2022-01-01,4623.02,1
253,2022-01-01,4628.05,11
254,2022-01-01,4628.07,5
255,2022-01-01,4632.1,6
256,2022-01-01,4634.02,9
257,2022-01-01,4637.06,12
258,2022-01-01,4640.01,9
259,2022-01-01,4645.04,15
260,2022-01-01,4645.09,21
261,2022-01-01,4651.02,27
262,2022-01-01,4654.01,3
263,2022-01-01,4656.03,7
264,2022-01-01,4659.02,5
265,2022-01-01,4663.02,1
266,2022-01-01,4663.06,4
267,2022-01-01,4665.02,9
268,2022-01-01,4668.08,10
269,2022-01-01,4672.01,3
270,2022-01-01,4677.01,7
271,2022-01-01,4677.06,12
272,2022-01-01,4680.05,13
273,2022-01-01,4683.02,13
274,2022-01-01,4689.03,9
275,2022-01-01,4692.01,11
276,2022-01-01,4695.04,6
277,2022-01-01,4697.01,2
278,2022-01-01,4700.06,4
279,2022-01-01,4707.03,9
280,2022-01-01,4707.04,5
281,2022-01-01,4710.06,15
282,2022-01-01,4713.01,4
283,2022-01-01,4715.01,4
284,2022-01-01,4718.08,11
285,2022-01-01,4721.01,5
286,2022-01-01,4724.03,11
287,2022-01-01,4729.01,11
288,2022-01-01,4732.04,8
289,2022-01-01,4732.08,2
290,2022-01-01,4735.03,5
291,2022-01-01,4735.16,3
292,2022-01-01,4743.04,3
293,2022-01-01,4748.07,10
294,2022-01-01,4751.01,8
295,2022-01-01,4759.02,11
296,2022-01-01,4762.04,3
297,2022-01-01,4762.05,6
298,2022-01-01,4768.02,6
299,2022-01-01,4775.01,3
300,2022-01-01,4781.03,5
301,2022-01-01,4781.05,6
302,2022-01-01,4784.02,7
303,2022-01-01,4789.03,42
304,2022-01-01,4792.03,4
305,2022-01-01,4798.02,2
306,2022-01-01,4801.04,8
307,2022-01-01,4804.02,1
308,2022-01-01,4807.02,5
309,2022-01-01,4812.02,8
310,2022-01-01,4812.04,15
311,2022-01-01,4816.02,5
312,2022-01-01,4816.05,3
313,2022-01-01,4818.03,4
314,2022-01-01,4821.03,4
315,2022-01-01,4821.06,24
316,2022-01-01,4821.1,3
317,2022-01-01,4824.03,6
318,2022-01-01,4829.01,8
319,2022-01-01,4832.07,5
320,2022-01-01,4837.03,1
321,2022-01-01,4840.06,12
322,2022-01-01,4843.01,2
323,2022-01-01,4846.01,22
324,2022-01-01,4847.03,18
325,2022-01-01,4850.04,2
326,2022-01-01,4853.06,3
327,2022-01-01,4856.05,12
328,2022-01-01,4861.05,2
329,2022-01-01,4864.09,6
330,2022-01-01,4873.08,6
331,2022-01-01,4883.03,7
332,2022-01-01,4889.06,21
333,2022-01-01,4890.11,5
334,2022-01-01,4895.03,6
335,2022-01-01,4895.09,15
336,2022-01-01,4898.02,7
337,2022-01-01,4903.08,14
338,2022-01-01,4903.09,12
339,2022-01-01,4906.07,3
340,2022-01-01,4914.03,3
341,2022-01-01,4920.11,6
342,2022-01-01,4921.04,1
343,2022-01-01,4927.04,12
344,2022-01-01,4931.05,12
345,2022-01-01,4936.01,27
346,2022-01-01,4936.14,17
347,2022-01-01,4939.07,8
348,2022-01-01,4947.04,4
349,2022-01-01,4953.04,17
350,2022-01-01,4956.02,7
351,2022-01-01,4962.01,12
352,2022-01-01,4962.08,1
353,2022-01-01,4963.13,3
354,2022-01-01,4965.01,3
355,2022-01-01,4968.03,5
356,2022-01-01,4971.01,1
357,2022-01-01,4979.07,9
358,2022-01-01,4987.06,3
359,2022-01-01,4993.02,18
360,2022-01-01,4993.13,7
361,2022-01-01,4993.15,16
362,2022-01-01,4994.1,2
363,2022-01-01,4996.08,6
364,2022-01-01,5001.08,33
365,2022-01-01,5002.09,1
366,2022-01-01,5004.02,22
367,2022-01-01,5010.02,12
368,2022-01-01,5018.06,3
369,2022-01-01,5024.09,17
370,2022-01-01,5025.02,5
371,2022-01-01,5027.02,8
372,2022-01-01,5034.03,5
373,2022-01-01,5036.06,12
374,2022-01-01,5043.06,5
375,2022-01-01,5045.05,7
376,2022-01-01,5051.01,6
377,2022-01-01,5051.02,14
378,2022-01-01,5059.02,10
379,2022-01-01,5062.01,27
380,2022-01-01,5065.04,14
381,2022-01-01,5065.1,21
382,2022-01-01,5065.12,23
383,2022-01-01,5065.14,20
384,2022-01-01,5066.03,1
385,2022-01-01,5068.02,16
386,2022-01-01,5074.08,3
387,2022-01-01,5082.08,3
388,2022-01-01,5084.03,5
389,2022-01-01,5090.06,1
390,2022-01-01,5093.01,6
391,2022-01-01,5096.11,17
392,2022-01-01,5099.02,6
393,2022-01-01,5099.03,1
394,2022-01-01,5105.09,14
395,2022-01-01,5106.04,4
396,2022-01-01,5114.06,29
397,2022-01-01,5115.01,3
398,2022-01-01,5115.05,1
399,2022-01-01,5117.05,16
400,2022-01-01,5123.07,6
401,2022-01-01,5125.03,44
402,2022-01-01,5125.07,12
403,2022-01-01,5128.04,10
404,2022-01-01,5137.1,13
405,2022-01-01,5137.11,20
406,2022-01-01,5137.13,7
407,2022-01-01,5140.06,2
408,2022-01-01,5145.02,23
409,2022-01-01,5146.03,6
410,2022-01-01,5148.03,25
411,2022-01-01,5156.05,14
412,2022-01-01,5159.04,13
413,2022-01-01,5164.04,37
414,2022-01-01,5167.06,7
415,2022-01-01,5170.01,1
416,2022-01-01,5175.08,28
417,2022-01-01,5178.06,16
418,2022-01-01,5181.04,11
419,2022-01-01,5184.08,39
420,2022-01-01,5187.03,15
421,2022-01-01,5190.07,10
422,2022-01-01,5190.09,26
423,2022-01-01,5198.04,10
424,2022-01-01,5204.05,28
425,2022-01-01,5207.01,33
426,2022-01-01,5210.01,5
427,2022-01-01,5216.04,4
428,2022-01-01,5216.06,18
429,2022-01-01,5225.02,2
430,2022-01-01,5235.05,38
431,2022-01-01,5238.05,18
432,2022-01-01,5247.1,13
433,2022-01-01,5250.05,20
434,2022-01-01,5259.06,8
435,2022-01-01,5262.09,24
436,2022-01-01,5267.08,10
437,2022-01-01,5267.09,14
438,2022-01-01,5270.05,18
439,2022-01-01,5270.07,33
440,2022-01-01,5270.08,29
441,2022-01-01,5270.09,18
442,2022-01-01,5273.01,2
443,2022-01-01,5279.03,18
444,2022-01-01,5282.02,2
445,2022-01-01,5288.08,15
446,2022-01-01,5288.09,9
447,2022-01-01,5288.12,35
448,2022-01-01,5291.05,19
449,2022-01-01,5294.04,32
450,2022-01-01,5297.02,30
451,2022-01-01,5300.05,19
452,2022-01-01,5300.06,9
453,2022-01-01,5303.06,36
454,2022-01-01,5303.08,75
455,2022-01-01,5308.04,27
456,2022-01-01,5323.05,9
457,2022-01-01,5326.06,5
458,2022-01-01,5329.03,39
459,2022-01-01,5332.1,6
460,2022-01-01,5335.03,15
461,2022-01-01,5335.07,11
462,2022-01-01,5342.1,36
463,2022-01-01,5348.02,31
464,2022-01-01,5351.03,24
465,2022-01-01,5354.01,2
466,2022-01-01,5359.1,17
467,2022-01-01,5359.11,13
468,2022-01-01,5359.12,5
469,2022-01-01,5362.08,4
470,2022-01-01,5365.02,23
471,2022-01-01,5371.07,8
472,2022-01-01,5374.01,66
473,2022-01-01,5379.09,18
474,2022-01-01,5379.1,50
475,2022-01-01,5382.06,68
476,2022-01-01,5382.07,12
477,2022-01-01,5391.06,15
478,2022-01-01,5400.05,2
479,2022-01-01,5403.04,7
480,2022-01-01,5406.02,38
481,2022-01-01,5411.07,15
482,2022-01-01,5411.08,2
483,2022-01-01,5414.06,51
484,2022-01-01,5414.07,27
485,2022-01-01,5422.04,28
486,2022-01-01,5430.08,21
487,2022-01-01,5433.03,3
488,2022-01-01,5436.09,28
489,2022-01-01,5442.05,9
490,2022-01-01,5442.09,7
491,2022-01-01,5445.02,34
492,2022-01-01,5445.07,24
493,2022-01-01,5450.04,15
494,2022-01-01,5453.01,8
495,2022-01-01,5453.05,29
496,2022-01-01,5470.1,10
497,2022-01-01,5470.12,13
498,2022-01-01,5473.03,5
499,2022-01-01,5476.03,27
500,2022-01-01,5481.04,6
501,2022-01-01,5484.09,46
502,2022-01-01,5489.03,50
503,2022-01-01,5489.04,5
504,2022-01-01,5492.05,55
505,2022-01-01,5500.02,29
506,2022-01-01,5500.07,12
507,2022-01-01,5503.01,6
508,2022-01-01,5506.1,12
509,2022-01-01,5506.14,32
510,2022-01-01,5515.02,36
511,2022-01-01,5515.08,14
512,2022-01-01,5520.09,9
513,2022-01-01,5523.02,38
514,2022-01-01,5532.01,26
515,2022-01-01,5539.06,6
516,2022-01-01,5542.04,23
517,2022-01-01,5545.01,10
518,2022-01-01,5545.04,5
519,2022-01-01,5550.05,27
520,2022-01-01,5550.09,14
521,2022-01-01,5553.03,12
522,2022-01-01,5553.1,31
523,2022-01-01,5561.04,39
524,2022-01-01,5561.06,31
525,2022-01-01,5569.06,28
526,2022-01-01,5575.08,2
527,2022-01-01,5575.13,25
528,2022-01-01,5578.02,10
529,2022-01-01,5581.01,13
530,2022-01-01,5584.04,26
531,2022-01-01,5584.05,21
532,2022-01-01,5593.01,42
533,2022-01-01,5593.02,35
534,2022-01-01,5593.04,35
535,2022-01-01,5610.09,26
536,2022-01-01,5613.04,5
537,2022-01-01,5616.01,16
538,2022-01-01,5616.08,28
539,2022-01-01,5623.03,13
540,2022-01-01,5626.06,8
541,2022-01-01,5626.07,56
542,2022-01-01,5626.13,48
543,2022-01-01,5626.15,45
544,2022-01-01,5633.04,6
545,2022-01-01,5636.11,28
546,2022-01-01,5644.05,10
547,2022-01-01,5653.12,18
548,2022-01-01,5659.05,27
549,2022-01-01,5659.11,35
550,2022-01-01,5666.04,14
551,2022-01-01,5669.1,54
552,2022-01-01,5679.05,22
553,2022-01-01,5679.08,29
554,2022-01-01,5687.04,26
555,2022-01-01,5687.11,13
556,2022-01-01,5696.03,36
557,2022-01-01,5709.03,6
558,2022-01-01,5712.03,14
559,2022-01-01,5712.12,23
560,2022-01-01,5721.01,15
561,2022-01-01,5721.07,21
562,2022-01-01,5721.14,37
563,2022-01-01,5730.08,15
564,2022-01-01,5736.09,39
565,2022-01-01,5743.02,3
566,2022-01-01,5746.14,30
567,2022-01-01,5752.07,18
568,2022-01-01,5755.01,18
569,2022-01-01,5755.09,16
570,2022-01-01,5755.14,14
571,2022-01-01,5763.03,80
572,2022-01-01,5769.04,15
573,2022-01-01,5772.05,8
574,2022-01-01,5779.08,79
575,2022-01-01,5779.09,56
576,2022-01-01,5785.05,5
577,2022-01-01,5785.1,4
578,2022-01-01,5788.13,39
579,2022-01-01,5788.15,11
580,2022-01-01,5788.16,30
581,2022-01-01,5794.05,6
582,2022-01-01,5797.01,29
583,2022-01-01,5805.05,21
584,2022-01-01,5820.08,28
585,2022-01-01,5826.02,8
586,2022-01-01,5838.09,30
587,2022-01-01,5847.01,26
588,2022-01-01,5847.06,14
589,2022-01-01,5847.08,8
590,2022-01-01,5854.09,32
591,2022-01-01,5860.02,1
592,2022-01-01,5863.07,11
593,2022-01-01,5869.04,15
594,2022-01-01,5872.1,20
595,2022-01-01,5880.02,42
596,2022-01-01,5886.02,19
597,2022-01-01,5905.12,88
598,2022-01-01,5905.14,60
599,2022-01-01,5914.03,16
600,2022-01-01,5914.08,36
601,2022-01-01,5922.04,9
602,2022-01-01,5922.07,26
603,2022-01-01,5922.08,19
604,2022-01-01,5929.01,34
605,2022-01-01,5938.01,29
606,2022-01-01,5938.11,5
607,2022-01-01,5944.01,19
608,2022-01-01,5947.04,21
609,2022-01-01,5955.12,22
610,2022-01-01,5964.01,32
611,2022-01-01,5971.08,25
612,2022-01-01,5977.01,10
613,2022-01-01,5980.07,85
614,2022-01-01,5989.02,42
615,2022-01-01,6004.06,28
616,2022-01-01,6004.07,28
617,2022-01-01,6022.04,17
618,2022-01-01,6030.04,35
619,2022-01-01,6030.06,36
620,2022-01-01,6039.06,21
621,2022-01-01,6046.02,37
622,2022-01-01,6055.08,37
623,2022-01-01,6064.08,13
624,2022-01-01,6072.06,53
625,2022-01-01,6072.11,52
626,2022-01-01,6079.03,8
627,2022-01-01,6089.07,25
628,2022-01-01,6089.08,45
629,2022-01-01,6098.1,39
630,2022-01-01,6115.06,30
631,2022-01-01,6115.09,8
632,2022-01-01,6128.04,4
633,2022-01-01,6131.12,8
634,2022-01-01,6131.13,14
635,2022-01-01,6137.04,2
636,2022-01-01,6140.05,85
637,2022-01-01,6148.02,34
638,2022-01-01,6151.03,2
639,2022-01-01,6157.04,53
640,2022-01-01,6164.09,17
641,2022-01-01,6170.02,22
642,2022-01-01,6173.08,45
643,2022-01-01,6179.07,9
644,2022-01-01,6182.02,32
645,2022-01-01,6190.03,13
646,2022-01-01,6190.08,25
647,2022-01-01,6197.02,94
648,2022-01-01,6197.08,47
649,2022-01-01,6203.02,4
650,2022-01-01,6206.08,16
651,2022-01-01,6212.04,3
652,2022-01-01,6212.08,4
653,2022-01-01,6215.04,8
654,2022-01-01,6224.03,31
655,2022-01-01,6227.02,1
656,2022-01-01,6230.04,22
657,2022-01-01,6233.05,30
658,2022-01-01,6239.08,31
659,2022-01-01,6247.06,35
660,2022-01-01,6248.06,28
661,2022-01-01,6254.06,12
662,2022-01-01,6257.03,26
663,2022-01-01,6266.06,38
664,2022-01-01,6280.12,40
665,2022-01-01,6286.02,10
666,2022-01-01,6289.06,26
667,2022-01-01,6297.02,31
668,2022-01-01,6297.07,32
669,2022-01-01,6303.01,22
670,2022-01-01,6306.01,28
671,2022-01-01,6306.06,16
672,2022-01-01,6310.06,8
673,2022-01-01,6313.1,26
674,2022-01-01,6319.01,2
675,2022-01-01,6319.07,8
676,2022-01-01,6322.01,33
677,2022-01-01,6331.01,10
678,2022-01-01,6345.08,38
679,2022-01-01,6352.01,12
680,2022-01-01,6361.03,5
681,2022-01-01,6364.07,68
682,2022-01-01,6364.1,60
683,2022-01-01,6379.03,14
684,2022-01-01,6382.05,20
685,2022-01-01,6389.09,35
686,2022-01-01,6395.01,4
687,2022-01-01,6398.06,30
688,2022-01-01,6401.01,2
689,2022-01-01,6407.07,31
690,2022-01-01,6416.06,26
691,2022-01-01,6422.09,31
692,2022-01-01,6425.04,22
693,2022-01-01,6429.01,21
694,2022-01-01,6432.1,23
695,2022-01-01,6432.11,30
696,2022-01-01,6435.02,5
697,2022-01-01,6438.04,1
698,2022-01-01,6441.01,32
699,2022-01-01,6441.02,7
700,2022-01-01,6450.05,44
701,2022-01-01,6450.12,47
702,2022-01-01,6453.02,2
703,2022-01-01,6459.04,33
704,2022-01-01,6459.07,53
705,2022-01-01,6462.05,3
706,2022-01-01,6462.19,14
707,2022-01-01,6464.08,9
708,2022-01-01,6464.09,22
709,2022-01-01,6471.02,9
710,2022-01-01,6474.11,27
711,2022-01-01,6474.12,16
712,2022-01-01,6483.06,24
713,2022-01-01,6495.17,4
714,2022-01-01,6498.09,10
715,2022-01-01,6498.1,13
716,2022-01-01,6505.09,4
717,2022-01-01,6511.03,5
718,2022-01-01,6514.08,11
719,2022-01-01,6517.08,49
720,2022-01-01,6520.06,2
721,2022-01-01,6520.07,2
722,2022-01-01,6529.02,2
723,2022-01-01,6532.06,29
724,2022-01-01,6536.02,5
725,2022-01-01,6538.11,1
726,2022-01-01,6541.03,17
727,2022-01-01,6545.07,1
728,2022-01-01,6551.02,19
729,2022-01-01,6554.05,2
730,2022-01-01,6560.15,26
731,2022-01-01,6563.12,5
732,2022-01-01,6566.01,3
733,2022-01-01,6569.07,44
734,2022-01-01,6569.08,18
735,2022-01-01,6569.09,15
736,2022-01-01,6572.08,3
737,2022-01-01,6575.03,17
738,2022-01-01,6578.01,25
739,2022-01-01,6581.14,3
740,2022-01-01,6584.12,12
741,2022-01-01,6587.04,1
742,2022-01-01,6593.15,73
743,2022-01-01,6596.1,2
744,2022-01-01,6599.01,12
745,2022-01-01,6602.03,88
746,2022-01-01,6605.08,3
747,2022-01-01,6608.09,23
748,2022-01-01,6611.02,34
749,2022-01-01,6614.01,5
750,2022-01-01,6617.09,17
751,2022-01-01,6621.06,4
752,2022-01-01,6626.01,20
753,2022-01-01,6629.06,7
754,2022-01-01,6638.01,5
755,2022-01-01,6644.07,37
756,2022-01-01,6650.07,8
757,2022-01-01,6650.08,32
758,2022-01-01,6656.05,3
759,2022-01-01,6659.01,5
760,2022-01-01,6659.03,14
761,2022-01-01,6659.09,26
762,2022-01-01,6659.1,11
763,2022-01-01,6662.01,1
764,2022-01-01,6664.05,5
765,2022-01-01,6670.03,5
766,2022-01-01,6676.02,6
767,2022-01-01,6679.11,6
768,2022-01-01,6682.03,19
769,2022-01-01,6682.08,4
770,2022-01-01,6688.01,12
771,2022-01-01,6691.11,23
772,2022-01-01,6711.13,18
773,2022-01-01,6717.06,55
774,2022-01-01,6720.07,6
775,2022-01-01,6723.1,4
776,2022-01-01,6726.01,83
777,2022-01-01,6729.02,4
778,2022-01-01,6732.01,4
779,2022-01-01,6737.03,7
780,2022-01-01,6740.01,1
781,2022-01-01,6743.06,2
782,2022-01-01,6747.06,87
783,2022-01-01,6750.16,1
784,2022-01-01,6753.08,20
785,2022-01-01,6756.01,41
786,2022-01-01,6756.05,34
787,2022-01-01,6759.15,7
788,2022-01-01,6762.02,31
789,2022-01-01,6762.04,10
790,2022-01-01,6765.01,60
791,2022-01-01,6766.03,1
792,2022-01-01,6774.13,1
793,2022-01-01,6782.01,10
794,2022-01-01,6789.04,17
795,2022-01-01,6795.01,23
796,2022-01-01,6798.01,1
797,2022-01-01,6801.01,28
798,2022-01-01,6806.06,1
799,2022-01-01,6809.09,58
800,2022-01-01,6812.06,6
801,2022-01-01,6814.01,16
802,2022-01-01,6816.07,31
803,2022-01-01,6819.15,7
804,2022-01-01,6822.09,47
805,2022-01-01,6824.07,54
806,2022-01-01,6827.11,17
807,2022-01-01,6830.02,27
808,2022-01-01,6836.07,1
809,2022-01-01,6839.04,20
810,2022-01-01,6839.1,25
811,2022-01-01,6842.02,2
812,2022-01-01,6850.01,8
813,2022-01-01,6854.05,31
814,2022-01-01,6857.09,10
815,2022-01-01,6860.12,24
816,2022-01-01,6865.03,6
817,2022-01-01,6873.01,4
818,2022-01-01,6879.04,5
819,2022-01-01,6887.03,10
820,2022-01-01,6889.12,19
821,2022-01-01,6890.01,31
822,2022-01-01,6890.06,25
823,2022-01-01,6893.1,10
824,2022-01-01,6896.16,8
825,2022-01-01,6901.01,1
826,2022-01-01,6904.06,54
827,2022-01-01,6907.03,1
828,2022-01-01,6915.02,21
829,2022-01-01,6920.03,58
830,2022-01-01,6923.2,15
831,2022-01-01,6925.09,34
832,2022-01-01,6926.01,30
833,2022-01-01,6932.14,7
834,2022-01-01,6932.15,6
835,2022-01-01,6935.01,1
836,2022-01-01,6937.07,2
837,2022-01-01,6943.07,3
838,2022-01-01,6951.03,6
839,2022-01-01,6953.08,26
840,2022-01-01,6955.01,22
841,2022-01-01,6955.05,23
842,2022-01-01,6958.06,14
843,2022-01-01,6960.1,12
844,2022-01-01,6966.04,3
845,2022-01-01,6969.08,8
846,2022-01-01,6981.16,5
847,2022-01-01,6989.07,8
848,2022-01-01,6991.12,18
849,2022-01-01,6994.06,1
850,2022-01-01,6996.01,2
851,2022-01-01,6998.08,16
852,2022-01-01,7003.03,4
853,2022-01-01,7003.06,2
854,2022-01-01,7009.02,2
855,2022-01-01,7009.06,2
856,2022-01-01,7014.12,105
857,2022-01-01,7018.01,5
858,2022-01-01,7020.09,1
859,2022-01-01,7023.04,37
860,2022-01-01,7026.08,7
861,2022-01-01,7028.04,9
862,2022-01-01,7039.03,3
863,2022-01-01,7047.07,3
864,2022-01-01,7049.04,19
865,2022-01-01,7052.01,57
866,2022-01-01,7057.07,14
867,2022-01-01,7059.01,25
868,2022-01-01,7059.08,34
869,2022-01-01,7060.02,1
870,2022-01-01,7062.07,6
871,2022-01-01,7068.07,5
872,2022-01-01,7074.01,2
