date,station_id,users_count
2022-02-01,5712.12,17
2022-02-01,5721.01,44
2022-02-01,5721.07,35
2022-02-01,5721.14,50
2022-02-01,5730.08,34
2022-02-01,5736.09,47
2022-02-01,5743.02,3
2022-02-01,5746.02,32
2022-02-01,5746.14,35
2022-02-01,5752.07,30
2022-02-01,5755.01,84
2022-02-01,5755.09,35
2022-02-01,5755.14,37
2022-02-01,5763.03,59
2022-02-01,5769.04,29
2022-02-01,5772.05,37
2022-02-01,5779.08,84
2022-02-01,5779.09,117
2022-02-01,5779.1,28
2022-02-01,5785.05,18
2022-02-01,5785.1,2
2022-02-01,5788.12,21
2022-02-01,5788.15,42
2022-02-01,5788.16,40
2022-02-01,5794.05,8
2022-02-01,5797.01,35
2022-02-01,5805.05,37
2022-02-01,5805.07,5
2022-02-01,5820.08,58
2022-02-01,5826.02,13
2022-02-01,5838.09,35
2022-02-01,5847.01,64
2022-02-01,5847.06,24
2022-02-01,5847.08,17
2022-02-01,5854.09,95
2022-02-01,5860.02,6
2022-02-01,5863.07,43
2022-02-01,5869.04,14
2022-02-01,5872.1,30
2022-02-01,5880.02,63
2022-02-01,5905.12,96
2022-02-01,5905.14,92
2022-02-01,5914.03,38
2022-02-01,5914.08,34
2022-02-01,5922.04,37
2022-02-01,5922.08,3
2022-02-01,5929.01,74
2022-02-01,5938.01,51
2022-02-01,5938.11,58
2022-02-01,5944.01,19
2022-02-01,5947.04,66
2022-02-01,5964.01,25
2022-02-01,5971.08,65
2022-02-01,5977.01,21
2022-02-01,5980.07,83
2022-02-01,5989.02,56
2022-02-01,5997.1,27
2022-02-01,6004.06,83
2022-02-01,6004.07,37
2022-02-01,6022.04,59
2022-02-01,6030.04,47
2022-02-01,6039.06,33
2022-02-01,6046.02,72
2022-02-01,6055.08,37
2022-02-01,6064.08,55
2022-02-01,6072.06,61
2022-02-01,6072.11,84
2022-02-01,6072.14,28
2022-02-01,6089.07,58
2022-02-01,6089.08,33
2022-02-01,6098.1,88
2022-02-01,6115.06,21
2022-02-01,6115.09,14
2022-02-01,6122.09,57
2022-02-01,6131.12,44
2022-02-01,6131.13,50
2022-02-01,6137.04,7
2022-02-01,6140.05,137
2022-02-01,6148.02,30
2022-02-01,6151.03,6
2022-02-01,6157.04,34
2022-02-01,6164.09,36
2022-02-01,6170.02,23
2022-02-01,6173.08,65
2022-02-01,6179.07,12
2022-02-01,6182.02,55
2022-02-01,6190.03,18
2022-02-01,6190.08,19
2022-02-01,6197.02,43
2022-02-01,6197.08,139
2022-02-01,6203.02,19
2022-02-01,6206.08,29
2022-02-01,6212.04,3
2022-02-01,6215.04,61
2022-02-01,6224.03,63
2022-02-01,6224.05,27
2022-02-01,6230.04,32
2022-02-01,6233.05,51
2022-02-01,6239.08,53
2022-02-01,6247.06,80
2022-02-01,6248.06,58
2022-02-01,6254.06,6
2022-02-01,6257.03,66
2022-02-01,6266.06,59
2022-02-01,6280.12,67
2022-02-01,6286.02,20
2022-02-01,6289.06,60
2022-02-01,6297.02,73
2022-02-01,6297.07,25
2022-02-01,6306.01,73
2022-02-01,6306.06,68
2022-02-01,6310.06,8
2022-02-01,6313.1,39
2022-02-01,6319.01,8
2022-02-01,6319.07,10
2022-02-01,6322.01,78
2022-02-01,6331.01,101
2022-02-01,6345.08,57
2022-02-01,6352.01,13
2022-02-01,6364.07,103
2022-02-01,6364.1,68
2022-02-01,6379.03,26
2022-02-01,6382.05,35
2022-02-01,6389.09,36
2022-02-01,6398.06,38
2022-02-01,6401.01,4
2022-02-01,6416.06,47
2022-02-01,6422.09,39
2022-02-01,6425.04,37
2022-02-01,6432.1,44
2022-02-01,6432.11,103
2022-02-01,6435.02,6
2022-02-01,6441.01,36
2022-02-01,6441.02,23
2022-02-01,6441.06,9
2022-02-01,6450.05,95
2022-02-01,6450.12,85
2022-02-01,6459.04,85
2022-02-01,6459.07,53
2022-02-01,6462.05,10
2022-02-01,6462.19,8
2022-02-01,6464.08,33
2022-02-01,6464.09,57
2022-02-01,6471.02,8
2022-02-01,6474.11,52
2022-02-01,6474.12,52
2022-02-01,6483.06,32
2022-02-01,6495.17,7
2022-02-01,6498.09,34
2022-02-01,6505.09,3
2022-02-01,6514.08,2
2022-02-01,6517.08,68
2022-02-01,6520.07,2
2022-02-01,6526.05,73
2022-02-01,6532.06,36
2022-02-01,6535.04,35
2022-02-01,6538.11,5
2022-02-01,6541.03,36
2022-02-01,6551.02,55
2022-02-01,6560.15,58
2022-02-01,6569.07,37
2022-02-01,6569.08,35
2022-02-01,6569.09,22
2022-02-01,6572.08,6
2022-02-01,6575.03,30
2022-02-01,6578.01,35
2022-02-01,6584.12,68
2022-02-01,6593.15,70
2022-02-01,6599.01,4
2022-02-01,6602.03,92
2022-02-01,6602.05,48
2022-02-01,6608.09,19
2022-02-01,6611.02,50
2022-02-01,6614.01,5
2022-02-01,6617.09,37
2022-02-01,6626.01,54
2022-02-01,6626.11,45
2022-02-01,6629.06,4
2022-02-01,6638.01,7
2022-02-01,6644.04,12
2022-02-01,6644.07,32
2022-02-01,6650.07,13
2022-02-01,6650.08,28
2022-02-01,6656.05,3
2022-02-01,6659.01,33
2022-02-01,6659.03,55
2022-02-01,6659.09,45
2022-02-01,6659.1,14
2022-02-01,6664.05,4
2022-02-01,6667.04,22
2022-02-01,6670.03,3
2022-02-01,6676.02,40
2022-02-01,6679.11,4
2022-02-01,6682.08,13
2022-02-01,6688.01,4
2022-02-01,6691.11,34
2022-02-01,6700.14,24
2022-02-01,6708.04,50
2022-02-01,6711.13,11
2022-02-01,6717.06,53
2022-02-01,6723.1,17
2022-02-01,6726.01,80
2022-02-01,6732.01,43
2022-02-01,6737.03,9
2022-02-01,6740.01,21
2022-02-01,6740.1,62
2022-02-01,6747.06,40
2022-02-01,6747.07,62
2022-02-01,6750.16,8
2022-02-01,6753.08,55
2022-02-01,6756.01,74
2022-02-01,6756.05,66
2022-02-01,6759.15,12
2022-02-01,6765.01,57
2022-02-01,6766.03,4
2022-02-01,6774.13,2
2022-02-01,6779.04,34
2022-02-01,6779.05,44
2022-02-01,6782.01,4
2022-02-01,6789.04,14
2022-02-01,6795.01,15
2022-02-01,6798.01,4
2022-02-01,6801.01,26
2022-02-01,6806.06,9
2022-02-01,6809.09,52
2022-02-01,6812.06,5
2022-02-01,6814.01,7
2022-02-01,6816.07,42
2022-02-01,6819.15,5
2022-02-01,6822.09,108
2022-02-01,6827.11,14
2022-02-01,6830.02,26
2022-02-01,6839.04,24
2022-02-01,6839.1,57
2022-02-01,6847.02,67
2022-02-01,6850.01,12
2022-02-01,6854.05,37
2022-02-01,6857.09,7
2022-02-01,6860.12,30
2022-02-01,6865.03,6
2022-02-01,6873.01,4
2022-02-01,6876.04,41
2022-02-01,6879.04,6
2022-02-01,6887.03,9
2022-02-01,6889.12,79
2022-02-01,6890.01,54
2022-02-01,6890.06,33
2022-02-01,6893.1,11
2022-02-01,6896.16,28
2022-02-01,6901.01,1
2022-02-01,6904.06,13
2022-02-01,6907.03,6
2022-02-01,6912.01,55
2022-02-01,6920.03,39
2022-02-01,6923.2,24
2022-02-01,6925.09,57
2022-02-01,6926.01,34
2022-02-01,6932.14,23
2022-02-01,6932.15,23
2022-02-01,6943.07,8
2022-02-01,6948.1,99
2022-02-01,6951.03,4
2022-02-01,6953.08,56
2022-02-01,6955.01,53
2022-02-01,6955.05,42
2022-02-01,6958.06,13
2022-02-01,6960.1,25
2022-02-01,6966.04,3
2022-02-01,6969.08,12
2022-02-01,6981.16,2
2022-02-01,6989.07,7
2022-02-01,6991.12,25
2022-02-01,6996.01,6
2022-02-01,6998.08,26
2022-02-01,7003.06,4
2022-02-01,7009.06,3
2022-02-01,7014.12,46
2022-02-01,7018.01,7
2022-02-01,7020.09,61
2022-02-01,7023.04,53
2022-02-01,7026.08,5
2022-02-01,7028.04,19
2022-02-01,7049.04,12
2022-02-01,7052.01,77
2022-02-01,7057.07,14
2022-02-01,7059.01,51
2022-02-01,7062.07,7
2022-02-01,7079.06,45
2022-02-01,7084.12,30
2022-02-01,7092.06,27
2022-02-01,7098.05,4
2022-02-01,7100.07,68
2022-02-01,7111.1,3
2022-02-01,7113.08,4
2022-02-01,7116.04,37
2022-02-01,7119.04,7
2022-02-01,7121.05,23
2022-02-01,7123.04,41
2022-02-01,7126.01,5
2022-02-01,7128.08,32
2022-02-01,7141.07,44
2022-02-01,7144.01,18
2022-02-01,7146.04,28
2022-02-01,7149.05,29
2022-02-01,7152.1,6
2022-02-01,7154.07,23
2022-02-01,7159.08,8
2022-02-01,7161.08,9
2022-02-01,7175.05,60
2022-02-01,7178.02,5
2022-02-01,7180.02,25
2022-02-01,7183.03,28
2022-02-01,7186.15,9
2022-02-01,7188.1,23
2022-02-01,7188.13,28
2022-02-01,7202.07,2
2022-02-01,7204.08,37
2022-02-01,7207.08,57
2022-02-01,7210.07,4
2022-02-01,7212.05,50
2022-02-01,7230.1,18
2022-02-01,7233.05,5
2022-02-01,7235.13,21
2022-02-01,7243.04,24
2022-02-01,7253.04,27
2022-02-01,7260.09,80
2022-02-01,7284.01,8
2022-02-01,7286.01,32
2022-02-01,7286.05,20
2022-02-01,7288.04,26
2022-02-01,7291.06,3
2022-02-01,7304.08,50
2022-02-01,7311.02,69
2022-02-01,7314.03,1
2022-02-01,7323.09,27
2022-02-01,7338.02,31
2022-02-01,7340.06,6
2022-02-01,7340.07,25
2022-02-01,7344.06,17
2022-02-01,7354.01,42
2022-02-01,7360.1,43
2022-02-01,7365.08,4
2022-02-01,7365.13,7
2022-02-01,7372.1,18
2022-02-01,7382.04,32
2022-02-01,7386.1,13
2022-02-01,7388.1,27
2022-02-01,7393.09,21
2022-02-01,7407.13,18
2022-02-01,7409.08,25
2022-02-01,7414.17,10
2022-02-01,7432.04,21
2022-02-01,7432.09,41
2022-02-01,7436.11,11
2022-02-01,7443.01,19
2022-02-01,7443.17,6
2022-02-01,7450.05,21
2022-02-01,7456.03,5
2022-02-01,7458.03,23
2022-02-01,7484.05,35
2022-02-01,7488.24,11
2022-02-01,7502.01,25
2022-02-01,7504.18,14
2022-02-01,7511.19,28
2022-02-01,7520.07,64
2022-02-01,7522.02,15
2022-02-01,7524.09,9
2022-02-01,7524.16,9
2022-02-01,7528.31,16
2022-02-01,7538.14,30
2022-02-01,7540.02,7
2022-02-01,7541.01,24
2022-02-01,7543.15,7
2022-02-01,7567.06,9
2022-02-01,7577.27,18
2022-02-01,7579.01,6
2022-02-01,7580.01,31
2022-02-01,7595.17,12
2022-02-01,7596.1,12
2022-02-01,7599.02,6
2022-02-01,7599.09,9
2022-02-01,7602.05,22
2022-02-01,7606.01,25
2022-02-01,7610.13,18
2022-02-01,7611.02,2
2022-02-01,7617.07,35
2022-02-01,7619.05,18
2022-02-01,7622.12,8
2022-02-01,7623.13,9
2022-02-01,7627.1,13
2022-02-01,7631.23,48
2022-02-01,7634.01,20
2022-02-01,7636.05,3
2022-02-01,7640.04,12
2022-02-01,7643.18,15
2022-02-01,7646.04,19
2022-02-01,7650.05,27
2022-02-01,7652.04,8
2022-02-01,7655.22,29
2022-02-01,7658.13,20
2022-02-01,7667.04,10
2022-02-01,7670.09,5
2022-02-01,7680.03,16
2022-02-01,7682.01,48
2022-02-01,7685.14,10
2022-02-01,7688.12,28
2022-02-01,7692.11,36
2022-02-01,7701.21,13
2022-02-01,7704.04,16
2022-02-01,7713.01,38
2022-02-01,7713.11,23
2022-02-01,7720.03,21
2022-02-01,7723.01,29
2022-02-01,7726.02,2
2022-02-01,7727.08,15
2022-02-01,7735.05,4
2022-02-01,7735.23,4
2022-02-01,7738.04,22
2022-02-01,7741.01,7
2022-02-01,7741.04,10
2022-02-01,7744.06,4
2022-02-01,7745.07,18
2022-02-01,7748.02,8
2022-02-01,7753.13,14
2022-02-01,7769.06,8
2022-02-01,7774.02,7
2022-02-01,7783.18,15
2022-02-01,7790.04,9
2022-02-01,7800.03,13
2022-02-01,7803.03,3
2022-02-01,7809.13,7
2022-02-01,7814.01,12
2022-02-01,7818.17,9
2022-02-01,7823.03,6
2022-02-01,7832.04,9
2022-02-01,7837.3,6
2022-02-01,7840.11,3
2022-02-01,7851.04,4
2022-02-01,7855.03,14
2022-02-01,7860.08,15
2022-02-01,7863.03,10
2022-02-01,7865.09,16
2022-02-01,7872.03,8
2022-02-01,7876.07,10
2022-02-01,7879.01,6
2022-02-01,7886.02,19
2022-02-01,7903.02,10
2022-02-01,7910.01,5
2022-02-01,7910.1,3
2022-02-01,7915.11,9
2022-02-01,7920.05,7
2022-02-01,7932.1,4
2022-02-01,7942.21,1
2022-02-01,7954.12,7
2022-02-01,7959.18,1
2022-02-01,7967.04,7
2022-02-01,7971.07,2
2022-02-01,7976.08,12
2022-02-01,7981.16,7
2022-02-01,7997.08,3
2022-02-01,8004.03,1
2022-02-01,8013.07,7
2022-02-01,8016.07,2
2022-02-01,8018.04,4
2022-02-01,8018.09,4
2022-02-01,8021.11,4
2022-02-01,8041.07,4
2022-02-01,8054.04,6
2022-02-01,8057.02,1
2022-02-01,8123.02,6
2022-02-01,8157.06,6
2022-02-01,8226.06,6
2022-02-01,8226.07,21
2022-02-01,8358.03,4
2022-02-01,8458.03,1
2022-02-01,8582.09,6
2022-02-01,8616.06,2
2022-02-01,8665.09,2
2022-02-01,3169.07,4
2022-02-01,3376.02,3
2022-02-01,3579.04,4
2022-02-01,3651.04,7
2022-02-01,3699.07,3
2022-02-01,3704.04,3
2022-02-01,3722.04,2
2022-02-01,3762.08,3
2022-02-01,3771.06,1
2022-02-01,3803.05,2
2022-02-01,3803.09,7
2022-02-01,3834.10,6
2022-02-01,3850.03,1
2022-02-01,3865.05,1
2022-02-01,3905.15,2
2022-02-01,3914.02,5
2022-02-01,3919.07,7
2022-02-01,3987.06,6
2022-02-01,3993.03,4
2022-02-01,4001.09,4
2022-02-01,4010.01,10
2022-02-01,4010.13,3
2022-02-01,4010.15,3
2022-02-01,4019.06,1
2022-02-01,4028.04,5
2022-02-01,4042.08,2
2022-02-01,4051.01,5
2022-02-01,4060.09,2
2022-02-01,4066.15,5
2022-02-01,4074.03,3
2022-02-01,4077.04,8
2022-02-01,4077.07,3
2022-02-01,4101.17,4
2022-02-01,4107.05,3
2022-02-01,4107.13,7
2022-02-01,4116.08,3
2022-02-01,4119.04,2
2022-02-01,4125.07,11
2022-02-01,4134.06,2
2022-02-01,4157.10,2
2022-02-01,4175.14,3
2022-02-01,4190.06,3
2022-02-01,4205.06,1
2022-02-01,4214.03,2
2022-02-01,4217.02,7
2022-02-01,4222.02,4
2022-02-01,4225.14,1
2022-02-01,4249.10,1
2022-02-01,4263.12,6
2022-02-01,4281.08,5
2022-02-01,4307.13,5
2022-02-01,4322.06,3
