city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week,unix_time,temperature_max,temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_max,wind_gusts_max,wind_direction_dominant
Albuquerque,2023-03-10,9.6,5.9,7.0,8.6,7.7,5.7,9.4,9.6,7.7,7.792857142857143,9.932142857142859,1.583245611605079,7.24671431359894,1.6812887420388873,1.8133964247804533,7.833442936591974,2.9547596831207796,5.806066659358111,8.607027404421773,4.205891696015735,2023,10,3,4,0,0.9275416835791966,0.37371971479046906,-0.433883739117558,-0.9009688679024191,1678402800000,21.7,3.5,0.0,0.0,0.0,0.0,29.2,47.9,274
Albuquerque,2023-03-11,4.0,9.6,5.9,7.0,8.6,7.7,5.7,9.4,7.7,7.814285714285715,9.725,1.583245611605079,7.835035735199204,1.825233192903903,1.8342288854980833,8.068983878379711,2.820439840486643,5.706372331454109,8.67550827308234,4.066351255278383,2023,11,3,5,1,0.9338372288229252,0.35769823883312546,-0.9749279121818235,-0.2225209339563146,1678489200000,21.9,8.3,0.0,0.0,0.0,0.0,39.7,67.7,268
Albuquerque,2023-03-12,3.9,4.0,9.6,5.9,7.0,8.6,7.7,5.7,6.928571428571429,7.378571428571428,8.903571428571428,1.9006264631381455,6.876276801399404,2.39078911289806,1.9690601316866219,7.52645269459575,2.99242555556691,4.692979953777848,8.353059426662867,4.104933454538336,2023,12,3,6,1,0.9398560579418954,0.3415707691678556,-0.7818314824680299,0.6234898018587334,1678575600000,18.0,5.4,0.0,0.0,0.0,0.0,33.8,60.8,289
Albuquerque,2023-03-13,9.1,3.9,4.0,9.6,5.9,7.0,8.6,7.7,6.671428571428572,6.8999999999999995,8.317857142857143,2.1937139632096554,6.1322076010495525,2.494923014633187,1.9398651816754833,7.042925668649649,3.0654936478927124,4.217253237324599,8.045951879996462,4.124171107299255,2023,13,3,0,0,0.9455963874271426,0.3253420847119801,0.0,1.0,1678662000000,16.2,4.5,0.1,0.1,0.0,1.0,18.3,43.6,304
Albuquerque,2023-03-14,8.0,9.1,3.9,4.0,9.6,5.9,7.0,8.6,6.871428571428572,7.135714285714286,8.185714285714285,2.3605891112984945,6.874155700787165,2.568109241479935,1.995613321130239,7.3172022461630295,2.94463545305272,4.128645575211588,8.11864485378981,3.9887024538184166,2023,14,3,1,0,0.9510565162951535,0.30901699437494745,0.7818314824680297,0.6234898018587336,1678748400000,16.5,4.1,0.2,0.2,0.0,2.0,20.0,29.2,324
Albuquerque,2023-03-15,5.9,8.0,9.1,3.9,4.0,9.6,5.9,7.0,6.785714285714286,7.3428571428571425,8.353571428571428,2.2974105506189573,7.155616775590374,2.2855327574405506,1.9170146204306815,7.408241946674625,2.751868180105354,4.016676546124969,8.110462450080169,3.848825878109656,2023,15,3,2,0,0.9562348265919056,0.29260033563334836,0.9749279121818236,-0.22252093395631434,1678834800000,19.4,7.6,0.3,0.3,0.0,2.0,25.3,43.9,229
Albuquerque,2023-03-16,1.7,5.9,8.0,9.1,3.9,4.0,9.6,5.9,6.628571428571428,7.271428571428572,8.432142857142857,2.3178397167149014,6.84171258169278,2.064611449961735,1.9530759059763727,7.207143020451341,2.6165167934010944,3.9431190485056056,7.958016763867743,3.7572860266767787,2023,16,3,3,0,0.9611297838723007,0.27609697309746883,0.43388373911755823,-0.900968867902419,1678921200000,15.5,6.6,3.7,3.7,0.0,12.0,33.5,56.2,254
Albuquerque,2023-03-17,6.0,1.7,5.9,8.0,9.1,3.9,4.0,9.6,6.028571428571429,6.864285714285714,8.307142857142859,2.985361109209572,5.556284436269585,2.9966822719711588,2.454072641034177,6.4728572843911625,3.115696964522281,4.101664393103211,7.526429400842381,3.968796483995381,2023,17,3,4,0,0.9657399376548549,0.2595117970697999,-0.433883739117558,-0.9009688679024191,1679007600000,13.7,-0.7,4.4,1.5,2.03,17.0,20.1,45.0,103
Albuquerque,2023-03-18,9.8,6.0,1.7,5.9,8.0,9.1,3.9,4.0,5.514285714285714,6.607142857142857,8.014285714285714,2.545210254202055,5.667213327202188,2.6034874198490088,2.330884376802485,6.409809646472341,2.9053485615267536,3.955466380303876,7.421158407680837,3.8497004542655318,2023,18,3,5,1,0.9700639218515071,0.2428497220959356,-0.9749279121818235,-0.2225209339563146,1679094000000,7.4,-1.2,0.1,0.1,0.0,1.0,12.8,24.5,47
Albuquerque,2023-03-19,11.8,9.8,6.0,1.7,5.9,8.0,9.1,3.9,6.3428571428571425,6.635714285714286,7.575,2.890707608214732,6.700409995401642,2.969822183584165,2.3698773557546415,6.861835026942696,2.9573409522005427,2.8662305869866396,7.585216448530434,3.7649597397491066,2023,19,3,6,1,0.9741004551724205,0.22611568550828828,-0.7818314824680299,0.6234898018587334,1679180400000,9.6,-3.3,0.0,0.0,0.0,0.0,24.5,44.3,162
Albuquerque,2023-03-20,11.5,11.8,9.8,6.0,1.7,5.9,8.0,9.1,7.471428571428572,7.071428571428571,7.557142857142857,3.2922708908969844,7.973722469934364,3.5048036669856333,2.719566869198835,7.434365849207046,3.082342812855698,2.837112325800011,7.370952498371643,2.8603922553020684,2023,20,3,0,0,0.9778483415056568,0.20931464596304847,0.0,1.0,1679266800000,11.0,3.3,0.6,0.6,0.0,5.0,21.0,38.9,188
Albuquerque,2023-03-21,7.3,11.5,11.8,9.8,6.0,1.7,5.9,8.0,7.814285714285715,7.342857142857143,7.507142857142857,3.600661314920067,8.855180699416994,3.454306438719984,2.96562726163371,7.97299181797567,3.203960605418289,2.7504785538397267,7.640617211541141,2.936312704151653,2023,21,3,1,0,0.9813064702716093,0.19245158197082995,0.7818314824680297,0.6234898018587336,1679353200000,11.4,3.7,3.0,3.0,0.0,16.0,20.2,37.4,254
Albuquerque,2023-03-22,8.8,7.3,11.5,11.8,9.8,6.0,1.7,5.9,7.714285714285714,7.25,7.332142857142857,3.604362436191534,8.46629292670769,3.0785417461964313,2.9435065430929095,7.881822231685038,2.9880687148181297,2.5921610563001174,7.61374305757281,2.8183644325059745,2023,22,3,2,0,0.9844738167520922,0.1755314904214282,0.9749279121818236,-0.22252093395631434,1679439600000,18.2,4.1,0.8,0.8,0.0,4.0,39.5,70.6,215
Albuquerque,2023-03-23,2.6,8.8,7.3,11.5,11.8,9.8,6.0,1.7,8.12857142857143,7.378571428571428,7.521428571428572,3.5269034037024065,8.549734596218515,2.6705551114078254,2.9709305901398255,8.005941845739809,2.7973876722238074,2.493600274310686,7.706416322740538,2.7244481050344027,2023,23,3,3,0,0.9873494423939864,0.15855938510313475,0.43388373911755823,-0.900968867902419,1679526000000,15.7,4.9,2.3,2.3,0.0,10.0,33.6,58.3,300
Albuquerque,2023-03-24,7.6,2.6,8.8,7.3,11.5,11.8,9.8,6.0,8.257142857142856,7.142857142857144,7.4678571428571425,3.259783808198095,7.062101698719706,3.6184559264605514,3.2179100445700866,7.2765118923265675,3.2323230770665785,2.584290657232309,7.311110490868424,2.9650858355908305,2023,24,3,4,0,0.989932495087353,0.141540295217043,-0.433883739117558,-0.9009688679024191,1679612400000,11.3,1.5,0.2,0.2,0.0,2.0,26.7,52.6,282
Albuquerque,2023-03-25,9.3,7.6,2.6,8.8,7.3,11.5,11.8,9.8,8.485714285714286,7.0,7.4071428571428575,3.1285931723532285,7.1965897836941455,3.143688485381877,3.143980818105509,7.320090883640281,3.008541355741939,2.559503506748565,7.333287105426262,2.8490911388934426,2023,25,3,5,1,0.9922222094179323,0.12447926388678915,-0.9749279121818235,-0.2225209339563146,1679698800000,9.8,-2.7,0.1,0.1,0.0,1.0,29.5,57.2,290
Albuquerque,2023-03-26,11.9,9.3,7.6,2.6,8.8,7.3,11.5,11.8,8.414285714285715,7.378571428571428,7.378571428571429,3.0991550307724047,7.722481958129051,2.89477647815931,3.0732539937157997,7.586447864557069,2.885163658543557,2.5326544620888622,7.483093480172059,2.7890250107743437,2023,26,3,6,1,0.994217906893952,0.10738134666416307,-0.7818314824680299,0.6234898018587334,1679785200000,10.2,1.0,0.7,0.7,0.0,4.0,27.8,51.5,292
Albuquerque,2023-03-27,11.6,11.9,9.3,7.6,2.6,8.8,7.3,11.5,8.428571428571429,7.950000000000001,7.424999999999999,3.117538711715962,8.766920484062476,3.17842822613314,3.120096152364539,8.166056072463727,3.0883348026347575,2.604785482032524,7.817126562189174,2.9343942968029917,2023,27,3,0,0,0.995918996147179,0.09025161003104115,0.0,1.0,1679868000000,10.1,-1.3,0.0,0.0,0.0,0.0,24.1,45.0,300
Albuquerque,2023-03-28,10.0,11.6,11.9,9.3,7.6,2.6,8.8,7.3,8.442857142857141,8.128571428571428,7.632142857142858,3.1341437655055238,9.47522037963985,3.0549137402324367,3.259407348543024,8.626994664426999,3.1198620568561415,2.6996643922324552,8.101317387479765,2.9995776562491345,2023,28,3,1,0,0.9973249731081555,0.07309512989807777,0.7818314824680297,0.6234898018587336,1679954400000,13.4,-4.8,0.0,0.0,0.0,0.0,23.0,41.4,3
Albuquerque,2023-03-29,8.3,10.0,11.6,11.9,9.3,7.6,2.6,8.8,8.828571428571427,8.27142857142857,7.807142857142858,3.1361942359672628,9.606419454731814,2.656975511312692,3.296951638997774,8.811128167614916,2.943291915013697,2.688236179470427,8.243083852369342,2.929404963681674,2023,29,3,2,0,0.9984354211555643,0.055916990100603484,0.9749279121818236,-0.22252093395631434,1680040800000,19.2,1.6,0.0,0.0,0.0,0.0,24.8,42.5,166
Albuquerque,2023-03-30,4.7,8.3,10.0,11.6,11.9,9.3,7.6,2.6,8.757142857142858,8.442857142857145,7.857142857142857,3.142640685186659,9.27980680531156,2.3807434834325933,3.2257889400446342,8.742634044293215,2.744786623040287,2.6837547731750164,8.24730944965639,2.8179617487962414,2023,30,3,3,0,0.9992500112396835,0.03872228089217446,0.43388373911755823,-0.900968867902419,1680127200000,20.5,5.0,0.0,0.0,0.0,0.0,42.3,72.4,197
Albuquerque,2023-03-31,4.9,4.7,8.3,10.0,11.6,11.9,9.3,7.6,9.057142857142859,8.657142857142857,7.760714285714286,2.4892148312651665,8.1348346337434,2.973079766355615,2.8171765149673385,8.201261797294052,2.9269333739499817,2.7485133066487775,7.985330773450688,2.8720427282774255,2023,31,3,4,0,0.9997685019798909,0.021516097436222258,-0.433883739117558,-0.9009688679024191,1680213600000,19.2,0.7,0.0,0.0,0.0,0.0,42.1,69.1,277
Albuquerque,2023-04-01,6.1,4.9,4.7,8.3,10.0,11.6,11.9,9.3,8.671428571428573,8.57857142857143,7.5928571428571425,2.923875445200704,7.326115131365486,2.9863736517472304,2.9107700729501835,7.75942826598838,2.9632851351059855,2.775411690706453,7.758578706014651,2.8835613410238135,2023,1,4,5,1,0.9999907397361901,0.004303538296244289,-0.9749279121818235,-0.2225209339563146,1680300000000,18.0,3.5,0.0,0.0,0.0,0.0,25.3,50.0,272
Albuquerque,2023-04-02,7.6,6.1,4.9,4.7,8.3,10.0,11.6,11.9,8.214285714285715,8.314285714285715,7.4750000000000005,3.0563750704762285,7.019583265860304,2.6490854521705667,2.9589127792425436,7.537446057189204,2.8195083629959314,2.765880075598469,7.63723324745585,2.8103652994240393,2023,2,4,6,1,0.9999166586547379,-0.01291029607500882,-0.7818314824680299,0.6234898018587334,1680386400000,22.5,9.3,0.0,0.0,0.0,0.0,25.3,47.9,267
Albuquerque,2023-04-03,3.8,7.6,6.1,4.9,4.7,8.3,10.0,11.6,7.6,8.014285714285714,7.542857142857144,2.5884358211089573,7.164688543842917,2.3101767240191236,2.7861904354973905,7.54581026173979,2.6242507002564865,2.74393993177809,7.634520561454536,2.705624413215471,2023,3,4,0,0,0.9995462806873573,-0.030120304846908114,0.0,1.0,1680472800000,23.8,8.3,0.0,0.0,0.0,0.0,37.7,66.6,240
Albuquerque,2023-04-04,2.9,3.8,7.6,6.1,4.9,4.7,8.3,10.0,6.485714285714286,7.464285714285714,7.403571428571428,2.2341505256872423,6.323511649488209,2.545424971599115,2.8051071946765895,7.04514049499043,2.777813109954315,2.833200276987811,7.356233442309545,2.795955171991332,2023,4,4,1,0,0.9988797155850336,-0.04732138832243185,0.7818314824680297,0.6234898018587336,1680559200000,23.2,6.3,0.0,0.0,0.0,0.0,41.8,71.6,245
Albuquerque,2023-04-05,9.3,2.9,3.8,7.6,6.1,4.9,4.7,8.3,5.471428571428572,7.1499999999999995,7.2,1.9686833888958128,5.467630105934405,2.724561878932874,3.059851680668901,6.491277374552878,2.971138986336128,2.9465610840812757,7.033988897705906,2.9387933513650992,2023,5,4,2,0,0.9979171608653922,-0.06450844944931623,0.9749279121818236,-0.22252093395631434,1680645600000,10.3,-3.8,0.0,0.0,0.0,0.0,40.5,66.2,284
Albuquerque,2023-04-06,5.2,9.3,2.9,3.8,7.6,6.1,4.9,4.7,5.614285714285714,7.185714285714286,7.2821428571428575,2.2274264457953685,6.425725628078562,2.9631443739609105,3.083418967229805,6.866465142760032,2.9379723704725977,2.972722106012723,7.197304703212762,2.8929720134876122,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419,1680732000000,17.7,-2.2,0.0,0.0,0.0,0.0,13.0,30.6,341
Albuquerque,2023-04-07,5.0,5.2,9.3,2.9,3.8,7.6,6.1,4.9,5.685714285714285,7.371428571428572,7.257142857142857,2.2010819850159873,6.1192934897663465,2.6294130448888584,2.8558788412753,6.643914344620233,2.7972869335717467,2.9876819419482032,7.053800870803162,2.8359890259873297,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191,1680818400000,20.2,2.9,0.0,0.0,0.0,0.0,21.2,46.1,114
Albuquerque,2023-04-08,5.1,5.0,5.2,9.3,2.9,3.8,7.6,6.1,5.7,7.185714285714286,7.0928571428571425,2.1954498400100184,5.839469616480293,2.3365380384765464,2.92360608281494,6.424421945746668,2.66769717915399,2.980545385269413,6.906662094083352,2.7850923742917897,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146,1680904800000,22.3,2.4,0.0,0.0,0.0,0.0,12.5,32.4,174
Albuquerque,2023-04-09,13.2,5.1,5.0,5.2,9.3,2.9,3.8,7.6,5.557142857142857,6.885714285714286,7.132142857142857,2.1976177578286507,5.654601964195348,2.052844629163357,2.9053947548170918,6.247620255849142,2.526848087227877,2.9453105943778657,6.777574403229994,2.7251065351421753,2023,9,4,6,1,0.9911140639934547,-0.1330147065341959,-0.7818314824680299,0.6234898018587334,1680991200000,24.1,4.4,0.0,0.0,0.0,0.0,14.1,25.2,20
Albuquerque,2023-04-10,6.0,13.2,5.1,5.0,5.2,9.3,2.9,3.8,6.357142857142857,6.978571428571429,7.464285714285714,3.6225484320926826,7.540953372313896,3.95154907255274,3.092715652931918,7.17556899322614,3.3991124996851556,3.0882350569857486,7.235324999126388,3.1199504256889368,2023,10,4,0,0,0.9886775902323404,-0.1500553983446526,0.0,1.0,1681077600000,26.2,7.5,0.0,0.0,0.0,0.0,12.2,25.6,330
Albuquerque,2023-04-11,7.7,6.0,13.2,5.1,5.0,5.2,9.3,2.9,6.671428571428572,6.578571428571429,7.353571428571429,3.455292696581236,7.1557147383434465,3.49721053841852,2.7970255001253803,7.018685099366154,3.1912327303188843,3.082985823402629,7.14748147447684,3.0240830918954433,2023,11,4,1,0,0.9859481499638304,-0.16705162550211924,0.7818314824680297,0.6234898018587336,1681164000000,28.1,5.4,0.0,0.0,0.0,0.0,12.7,18.0,191
Albuquerque,2023-04-12,5.0,7.7,6.0,13.2,5.1,5.0,5.2,9.3,7.3571428571428585,6.4142857142857155,7.3428571428571425,3.0325221311954973,7.291786130817761,3.0393523653068995,2.6439647218806526,7.109598081575572,2.980384296775714,3.081176852056823,7.1866868104731925,2.9181655126739527,2023,12,4,2,0,0.9829265519799822,-0.18399835165768005,0.9749279121818236,-0.22252093395631434,1681250400000,28.5,9.0,0.0,0.0,0.0,0.0,16.1,27.7,181
Albuquerque,2023-04-13,9.4,5.0,7.7,6.0,13.2,5.1,5.0,5.2,6.742857142857143,6.178571428571429,7.310714285714285,3.008796627034993,6.718839354759195,2.8420385875606824,2.6097976848874587,6.828127839882483,2.8725614615648642,3.1014141679675484,7.0318334363621755,2.8702573525543627,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419,1681336800000,28.2,12.1,0.0,0.0,0.0,0.0,33.1,46.4,206
Albuquerque,2023-04-17,6.3,9.4,5.0,7.7,6.0,13.2,5.1,5.0,7.3428571428571425,6.514285714285714,7.585714285714286,3.068037995667125,7.389129729594371,2.762317558566477,2.705509234835506,7.171245385259955,2.823875672217518,2.9216578608873176,7.199228724767655,2.8350864179276964,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0,1681682400000,26.4,5.2,0.0,0.0,0.0,0.0,12.3,30.2,192
Albuquerque,2023-04-18,4.5,6.3,9.4,5.0,7.7,6.0,13.2,5.1,7.528571428571428,6.614285714285714,7.596428571428572,2.9392256835853257,7.116847232142875,2.445870030391219,2.6668498105607483,7.055020251101532,2.6466815439957467,2.916172293702971,7.135775342963296,2.743110604926419,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336,1681768800000,26.4,8.3,0.0,0.0,0.0,0.0,23.4,46.1,244
Albuquerque,2023-04-19,5.5,4.5,6.3,9.4,5.0,7.7,6.0,13.2,7.442857142857143,6.5,7.4071428571428575,3.029222751167448,6.462635306880418,2.4463617638205144,2.72425007323822,6.714200730083548,2.6235864376452533,2.939756675673909,6.9500807597844245,2.7324450406511995,2023,19,4,2,0,0.9536809966304457,-0.30081980763566735,0.9749279121818236,-0.22252093395631434,1681855200000,25.5,8.8,0.0,0.0,0.0,0.0,41.8,73.1,239
Albuquerque,2023-04-20,5.9,5.5,4.5,6.3,9.4,5.0,7.7,6.0,6.3428571428571425,6.35,7.182142857142858,1.6939668856042678,6.221976447817981,2.1659230172914388,2.7168279014604204,6.55224546072561,2.4796324259672,2.8301359176140837,6.848071847380924,2.661403140687606,2023,20,4,3,0,0.9483615800121715,-0.3171912885891061,0.43388373911755823,-0.900968867902419,1681941600000,23.0,3.6,0.0,0.0,0.0,0.0,38.2,65.5,312
Albuquerque,2023-04-21,5.0,5.8,5.9,5.5,4.5,6.3,9.4,5.0,6.057142857142857,6.707142857142857,6.928571428571429,1.5904476758208124,6.056111739359103,1.6374764446360555,2.422161871524717,6.37652508392627,2.1722668503603515,2.7172776603795725,6.712609990691042,2.4988294544752376,2023,21,4,4,0,0.9427611433904207,-0.3334687789181868,-0.433883739117558,-0.9009688679024191,1682028000000,19.9,2.0,0.0,0.0,0.0,0.0,27.0,51.5,339
