city_name,date,pm2_5
Amsterdam,2013-03-24,13.0
Amsterdam,2013-03-25,20.0
Amsterdam,2013-03-26,15.0
Amsterdam,2013-03-27,17.0
Amsterdam,2013-03-28,35.0
Amsterdam,2013-03-29,45.0
Amsterdam,2013-03-30,29.0
Amsterdam,2013-03-31,16.0
Amsterdam,2013-04-01,13.0
Amsterdam,2013-04-02,12.0
Amsterdam,2013-04-03,18.0
Amsterdam,2013-04-04,21.0
Amsterdam,2013-04-05,17.0
Amsterdam,2013-04-06,14.0
Amsterdam,2013-04-07,18.0
Amsterdam,2013-04-08,23.0
Amsterdam,2013-04-09,37.0
Amsterdam,2013-04-10,47.0
Amsterdam,2013-04-11,37.0
Amsterdam,2013-04-12,15.0
Amsterdam,2013-04-13,15.0
Amsterdam,2013-04-14,13.0
Amsterdam,2013-04-15,14.0
Amsterdam,2013-04-16,17.0
Amsterdam,2013-04-17,22.0
Amsterdam,2013-04-18,15.0
Amsterdam,2013-04-19,11.0
Amsterdam,2013-04-20,9.0
Amsterdam,2013-04-21,16.0
Amsterdam,2013-04-22,27.0
Amsterdam,2013-04-23,14.0
Amsterdam,2013-04-24,22.0
Amsterdam,2013-04-25,26.0
Amsterdam,2013-04-26,18.0
Amsterdam,2013-04-27,9.0
Amsterdam,2013-04-28,9.0
Amsterdam,2013-04-29,10.0
Amsterdam,2013-04-30,11.0
Amsterdam,2013-05-01,14.0
Amsterdam,2013-05-02,15.0
Amsterdam,2013-05-03,28.0
Amsterdam,2013-05-04,11.0
Amsterdam,2013-05-05,15.0
Amsterdam,2013-05-06,25.0
Amsterdam,2013-05-07,29.0
Amsterdam,2013-05-08,32.0
Amsterdam,2013-05-09,10.0
Amsterdam,2013-05-10,8.0
Amsterdam,2013-05-11,8.0
Amsterdam,2013-05-12,6.0
Amsterdam,2013-05-13,8.0
Amsterdam,2013-05-14,10.0
Amsterdam,2013-05-15,11.0
Amsterdam,2013-05-16,13.0
Amsterdam,2013-05-17,9.0
Amsterdam,2013-05-18,12.0
Amsterdam,2013-05-19,22.0
Amsterdam,2013-05-20,17.0
Amsterdam,2013-05-21,12.0
Amsterdam,2013-05-22,7.0
Amsterdam,2013-05-23,6.0
Amsterdam,2013-05-24,10.0
Amsterdam,2013-05-25,9.0
Amsterdam,2013-05-26,9.0
Amsterdam,2013-05-27,12.0
Amsterdam,2013-05-28,17.0
Amsterdam,2013-05-29,20.0
Amsterdam,2013-05-30,29.0
Amsterdam,2013-05-31,16.0
Amsterdam,2013-06-01,11.0
Amsterdam,2013-06-02,8.0
Amsterdam,2013-06-03,9.0
Amsterdam,2013-06-04,11.0
Amsterdam,2013-06-05,14.0
Amsterdam,2013-06-06,19.0
Amsterdam,2013-06-07,18.0
Amsterdam,2013-06-08,11.0
Amsterdam,2013-06-09,7.0
Amsterdam,2013-06-10,11.0
Amsterdam,2013-06-11,24.0
Amsterdam,2013-06-12,20.0
Amsterdam,2013-06-13,8.0
Amsterdam,2013-06-14,9.0
Amsterdam,2013-06-15,10.0
Amsterdam,2013-06-16,8.0
Amsterdam,2013-06-17,14.0
Amsterdam,2013-06-18,29.0
Amsterdam,2013-06-19,34.0
Amsterdam,2013-06-20,52.0
Amsterdam,2013-06-21,23.0
Amsterdam,2013-06-22,8.0
Amsterdam,2013-06-23,7.0
Amsterdam,2013-06-24,8.0
Amsterdam,2013-06-25,7.0
Amsterdam,2013-06-26,14.0
Amsterdam,2013-06-27,9.0
Amsterdam,2013-06-28,11.0
Amsterdam,2013-06-29,7.0
Amsterdam,2013-06-30,10.0
Amsterdam,2013-07-01,11.0
Amsterdam,2013-07-02,10.0
Amsterdam,2013-07-03,10.0
Amsterdam,2013-07-04,10.0
Amsterdam,2013-07-05,14.0
Amsterdam,2013-07-06,14.0
Amsterdam,2013-07-07,12.0
Amsterdam,2013-07-08,14.0
Amsterdam,2013-07-09,13.0
Amsterdam,2013-07-10,10.0
Amsterdam,2013-07-11,10.0
Amsterdam,2013-07-12,8.0
Amsterdam,2013-07-13,16.0
Amsterdam,2013-07-14,17.0
Amsterdam,2013-07-15,20.0
Amsterdam,2013-07-16,30.0
Amsterdam,2013-07-17,23.0
Amsterdam,2013-07-18,17.0
Amsterdam,2013-07-19,16.0
Amsterdam,2013-07-20,12.0
Amsterdam,2013-07-21,13.0
Amsterdam,2013-07-22,22.0
Amsterdam,2013-07-23,28.0
Amsterdam,2013-07-24,22.0
Amsterdam,2013-07-25,15.0
Amsterdam,2013-07-26,21.0
Amsterdam,2013-07-27,21.0
Amsterdam,2013-07-28,11.0
Amsterdam,2013-07-29,10.0
Amsterdam,2013-07-30,7.0
Amsterdam,2013-07-31,6.0
Amsterdam,2013-08-01,13.0
Amsterdam,2013-08-02,18.0
Amsterdam,2013-08-03,8.0
Amsterdam,2013-08-04,8.0
Amsterdam,2013-08-05,14.0
Amsterdam,2013-08-06,8.0
Amsterdam,2013-08-07,7.0
Amsterdam,2013-08-08,7.0
Amsterdam,2013-08-09,13.0
Amsterdam,2013-08-10,6.0
Amsterdam,2013-08-11,8.0
Amsterdam,2013-08-12,7.0
Amsterdam,2013-08-13,6.0
Amsterdam,2013-08-14,9.0
Amsterdam,2013-08-15,14.0
Amsterdam,2013-08-16,11.0
Amsterdam,2013-08-17,10.0
Amsterdam,2013-08-18,6.0
Amsterdam,2013-08-19,8.0
Amsterdam,2013-08-20,12.0
Amsterdam,2013-08-21,27.0
Amsterdam,2013-08-22,27.0
Amsterdam,2013-08-23,34.0
Amsterdam,2013-08-24,27.0
Amsterdam,2013-08-25,28.0
Amsterdam,2013-08-26,14.0
Amsterdam,2013-08-27,17.0
Amsterdam,2013-08-28,22.0
Amsterdam,2013-08-29,24.0
Amsterdam,2013-08-30,26.0
Amsterdam,2013-08-31,6.0
Amsterdam,2013-09-01,5.0
Amsterdam,2013-09-02,7.0
Amsterdam,2013-09-03,9.0
Amsterdam,2013-09-04,20.0
Amsterdam,2013-09-05,24.0
Amsterdam,2013-09-06,27.0
Amsterdam,2013-09-07,17.0
Amsterdam,2013-09-08,9.0
Amsterdam,2013-09-09,10.0
Amsterdam,2013-09-10,6.0
Amsterdam,2013-09-11,7.0
Amsterdam,2013-09-12,7.0
Amsterdam,2013-09-13,15.0
Amsterdam,2013-09-14,7.0
Amsterdam,2013-09-15,6.0
Amsterdam,2013-09-16,5.0
Amsterdam,2013-09-17,6.0
Amsterdam,2013-09-18,9.0
Amsterdam,2013-09-19,6.0
Amsterdam,2013-09-20,7.0
Amsterdam,2013-09-21,13.0
Amsterdam,2013-09-22,14.0
Amsterdam,2013-09-23,19.0
Amsterdam,2013-09-24,23.0
Amsterdam,2013-09-25,29.0
Amsterdam,2013-09-26,11.0
Amsterdam,2013-09-27,13.0
Amsterdam,2013-09-28,11.0
Amsterdam,2013-09-29,11.0
Amsterdam,2013-09-30,15.0
Amsterdam,2013-10-01,18.0
Amsterdam,2013-10-02,20.0
Amsterdam,2013-10-03,18.0
Amsterdam,2013-10-04,12.0
Amsterdam,2013-10-05,9.0
Amsterdam,2013-10-06,14.0
Amsterdam,2013-10-07,29.0
Amsterdam,2013-10-08,24.0
Amsterdam,2013-10-09,8.0
Amsterdam,2013-10-10,8.0
Amsterdam,2013-10-11,18.0
Amsterdam,2013-10-12,21.0
Amsterdam,2013-10-13,9.0
Amsterdam,2013-10-14,15.0
Amsterdam,2013-10-15,14.0
Amsterdam,2013-10-16,20.0
Amsterdam,2013-10-17,7.0
Amsterdam,2013-10-18,17.0
Amsterdam,2013-10-19,15.0
Amsterdam,2013-10-20,13.0
Amsterdam,2013-10-21,9.0
Amsterdam,2013-10-22,11.0
Amsterdam,2013-10-23,9.0
Amsterdam,2013-10-24,13.0
Amsterdam,2013-10-25,14.0
Amsterdam,2013-10-26,10.0
Amsterdam,2013-10-27,7.0
Amsterdam,2013-10-28,5.0
Amsterdam,2013-10-29,5.0
Amsterdam,2013-10-30,7.0
Amsterdam,2013-10-31,11.0
Amsterdam,2013-11-01,13.0
Amsterdam,2013-11-02,11.0
Amsterdam,2013-11-03,4.0
Amsterdam,2013-11-04,6.0
Amsterdam,2013-11-05,9.0
Amsterdam,2013-11-06,8.0
Amsterdam,2013-11-07,7.0
Amsterdam,2013-11-08,21.0
Amsterdam,2013-11-09,6.0
Amsterdam,2013-11-10,5.0
Amsterdam,2013-11-11,10.0
Amsterdam,2013-11-12,9.0
Amsterdam,2013-11-13,12.0
Amsterdam,2013-11-14,13.0
Amsterdam,2013-11-15,10.0
Amsterdam,2013-11-16,25.0
Amsterdam,2013-11-17,30.0
Amsterdam,2013-11-18,38.0
Amsterdam,2013-11-19,19.0
Amsterdam,2013-11-20,9.0
Amsterdam,2013-11-21,17.0
Amsterdam,2013-11-22,10.0
Amsterdam,2013-11-23,9.0
Amsterdam,2013-11-24,7.0
Amsterdam,2013-11-25,7.0
Amsterdam,2013-11-26,11.0
Amsterdam,2013-11-27,14.0
Amsterdam,2013-11-28,11.0
Amsterdam,2013-11-29,5.0
Amsterdam,2013-11-30,8.0
Amsterdam,2013-12-01,9.0
Amsterdam,2013-12-02,15.0
Amsterdam,2013-12-03,26.0
Amsterdam,2013-12-04,17.0
Amsterdam,2013-12-05,6.0
Amsterdam,2013-12-06,6.0
Amsterdam,2013-12-07,7.0
Amsterdam,2013-12-08,7.0
Amsterdam,2013-12-09,9.0
Amsterdam,2013-12-10,24.0
Amsterdam,2013-12-11,31.0
Amsterdam,2013-12-12,29.0
Amsterdam,2013-12-13,43.0
Amsterdam,2013-12-14,19.0
Amsterdam,2013-12-15,12.0
Amsterdam,2013-12-16,12.0
Amsterdam,2013-12-17,15.0
Amsterdam,2013-12-18,17.0
Amsterdam,2013-12-19,11.0
Amsterdam,2013-12-20,11.0
Amsterdam,2013-12-21,8.0
Amsterdam,2013-12-22,7.0
Amsterdam,2013-12-23,6.0
Amsterdam,2013-12-24,4.0
Amsterdam,2013-12-25,8.0
Amsterdam,2013-12-26,12.0
Amsterdam,2013-12-27,8.0
Amsterdam,2013-12-28,10.0
Amsterdam,2013-12-29,8.0
Amsterdam,2013-12-30,10.0
Amsterdam,2013-12-31,13.0
Amsterdam,2014-01-01,23.0
Amsterdam,2014-01-02,6.0
Amsterdam,2014-01-03,7.0
Amsterdam,2014-01-04,9.0
Amsterdam,2014-01-05,9.0
Amsterdam,2014-01-06,6.0
Amsterdam,2014-01-07,8.0
Amsterdam,2014-01-08,10.0
Amsterdam,2014-01-09,10.0
Amsterdam,2014-01-10,10.0
Amsterdam,2014-01-11,17.0
Amsterdam,2014-01-12,15.0
Amsterdam,2014-01-13,14.0
Amsterdam,2014-01-14,15.0
Amsterdam,2014-01-15,16.0
Amsterdam,2014-01-16,12.0
Amsterdam,2014-01-17,8.0
Amsterdam,2014-01-18,13.0
Amsterdam,2014-01-19,19.0
Amsterdam,2014-01-20,31.0
Amsterdam,2014-01-21,27.0
Amsterdam,2014-01-22,24.0
Amsterdam,2014-01-23,24.0
Amsterdam,2014-01-24,12.0
Amsterdam,2014-01-25,21.0
Amsterdam,2014-01-26,7.0
Amsterdam,2014-01-27,9.0
Amsterdam,2014-01-28,9.0
Amsterdam,2014-01-29,30.0
Amsterdam,2014-01-30,51.0
Amsterdam,2014-01-31,46.0
Amsterdam,2014-02-01,9.0
Amsterdam,2014-02-02,11.0
Amsterdam,2014-02-03,16.0
Amsterdam,2014-02-04,15.0
Amsterdam,2014-02-05,9.0
Amsterdam,2014-02-06,8.0
Amsterdam,2014-02-07,8.0
Amsterdam,2014-02-08,6.0
Amsterdam,2014-02-09,5.0
Amsterdam,2014-02-10,12.0
Amsterdam,2014-02-11,10.0
Amsterdam,2014-02-12,9.0
Amsterdam,2014-02-13,8.0
Amsterdam,2014-02-14,9.0
Amsterdam,2014-02-15,6.0
Amsterdam,2014-02-16,8.0
Amsterdam,2014-02-17,18.0
Amsterdam,2014-02-18,17.0
Amsterdam,2014-02-19,14.0
Amsterdam,2014-02-20,16.0
Amsterdam,2014-02-21,7.0
Amsterdam,2014-02-22,10.0
Amsterdam,2014-02-23,12.0
Amsterdam,2014-02-24,12.0
Amsterdam,2014-02-25,13.0
Amsterdam,2014-02-26,15.0
Amsterdam,2014-02-27,16.0
Amsterdam,2014-02-28,18.0
Amsterdam,2014-03-01,19.0
Amsterdam,2014-03-02,15.0
Amsterdam,2014-03-03,17.0
Amsterdam,2014-03-04,18.0
Amsterdam,2014-03-05,21.0
Amsterdam,2014-03-06,31.0
Amsterdam,2014-03-07,34.0
Amsterdam,2014-03-08,28.0
Amsterdam,2014-03-09,42.0
Amsterdam,2014-03-10,42.0
Amsterdam,2014-03-11,21.0
Amsterdam,2014-03-12,34.0
Amsterdam,2014-03-13,55.0
Amsterdam,2014-03-14,60.0
Amsterdam,2014-03-15,14.0
Amsterdam,2014-03-16,13.0
Amsterdam,2014-03-17,11.0
Amsterdam,2014-03-18,15.0
Amsterdam,2014-03-19,10.0
Amsterdam,2014-03-20,16.0
Amsterdam,2014-03-21,8.0
Amsterdam,2014-03-22,7.0
Amsterdam,2014-03-23,8.0
Amsterdam,2014-03-24,8.0
Amsterdam,2014-03-25,14.0
Amsterdam,2014-03-26,11.0
Amsterdam,2014-03-27,27.0
Amsterdam,2014-03-28,31.0
Amsterdam,2014-03-29,42.0
Amsterdam,2014-03-30,33.0
Amsterdam,2014-03-31,54.0
Amsterdam,2014-04-01,60.0
Amsterdam,2014-04-02,79.0
Amsterdam,2014-04-03,63.0
Amsterdam,2014-04-04,33.0
Amsterdam,2014-04-05,19.0
Amsterdam,2014-04-06,16.0
Amsterdam,2014-04-07,10.0
Amsterdam,2014-04-08,7.0
Amsterdam,2014-04-09,8.0
Amsterdam,2014-04-10,15.0
Amsterdam,2014-04-11,17.0
Amsterdam,2014-04-12,14.0
Amsterdam,2014-04-13,9.0
Amsterdam,2014-04-14,7.0
Amsterdam,2014-04-15,9.0
Amsterdam,2014-04-16,12.0
Amsterdam,2014-04-17,17.0
Amsterdam,2014-04-18,6.0
Amsterdam,2014-04-19,16.0
Amsterdam,2014-04-20,46.0
Amsterdam,2014-04-21,34.0
Amsterdam,2014-04-22,24.0
Amsterdam,2014-04-23,31.0
Amsterdam,2014-04-24,43.0
Amsterdam,2014-04-25,33.0
Amsterdam,2014-04-26,16.0
Amsterdam,2014-04-27,11.0
Amsterdam,2014-04-28,17.0
Amsterdam,2014-04-29,38.0
Amsterdam,2014-04-30,39.0
Amsterdam,2014-05-01,37.0
Amsterdam,2014-05-02,12.0
Amsterdam,2014-05-03,8.0
Amsterdam,2014-05-04,13.0
Amsterdam,2014-05-05,21.0
Amsterdam,2014-05-06,16.0
Amsterdam,2014-05-07,8.0
Amsterdam,2014-05-08,6.0
Amsterdam,2014-05-09,8.0
Amsterdam,2014-05-10,11.0
Amsterdam,2014-05-11,5.0
Amsterdam,2014-05-12,7.0
Amsterdam,2014-05-13,11.0
Amsterdam,2014-05-14,8.0
Amsterdam,2014-05-15,10.0
Amsterdam,2014-05-16,13.0
Amsterdam,2014-05-17,17.0
Amsterdam,2014-05-18,16.0
Amsterdam,2014-05-19,18.0
Amsterdam,2014-05-20,16.0
Amsterdam,2014-05-21,18.0
Amsterdam,2014-05-22,9.0
Amsterdam,2014-05-23,13.0
Amsterdam,2014-05-24,14.0
Amsterdam,2014-05-25,12.0
Amsterdam,2014-05-26,18.0
Amsterdam,2014-05-27,20.0
Amsterdam,2014-05-28,16.0
Amsterdam,2014-05-29,5.0
Amsterdam,2014-05-30,8.0
Amsterdam,2014-05-31,10.0
Amsterdam,2014-06-01,16.0
Amsterdam,2014-06-02,16.0
Amsterdam,2014-06-03,20.0
Amsterdam,2014-06-04,12.0
Amsterdam,2014-06-05,5.0
Amsterdam,2014-06-06,9.0
Amsterdam,2014-06-07,14.0
Amsterdam,2014-06-08,10.0
Amsterdam,2014-06-09,18.0
Amsterdam,2014-06-10,13.0
Amsterdam,2014-06-11,5.0
Amsterdam,2014-06-12,10.0
Amsterdam,2014-06-13,10.0
Amsterdam,2014-06-14,4.0
Amsterdam,2014-06-15,4.0
Amsterdam,2014-06-16,4.0
Amsterdam,2014-06-17,6.0
Amsterdam,2014-06-18,3.0
Amsterdam,2014-06-19,5.0
Amsterdam,2014-06-20,3.0
Amsterdam,2014-06-21,6.0
Amsterdam,2014-06-22,4.0
Amsterdam,2014-06-23,6.0
Amsterdam,2014-06-24,7.0
Amsterdam,2014-06-25,5.0
Amsterdam,2014-06-26,12.0
Amsterdam,2014-06-27,18.0
Amsterdam,2014-06-28,8.0
Amsterdam,2014-06-29,4.0
Amsterdam,2014-06-30,5.0
Amsterdam,2014-07-01,5.0
Amsterdam,2014-07-02,6.0
Amsterdam,2014-07-03,11.0
Amsterdam,2014-07-04,10.0
Amsterdam,2014-07-05,6.0
Amsterdam,2014-07-06,2.0
Amsterdam,2014-07-07,6.0
Amsterdam,2014-07-08,6.0
Amsterdam,2014-07-09,6.0
Amsterdam,2014-07-10,18.0
Amsterdam,2014-07-11,23.0
Amsterdam,2014-07-12,23.0
Amsterdam,2014-07-13,14.0
Amsterdam,2014-07-14,6.0
Amsterdam,2014-07-15,8.0
Amsterdam,2014-07-16,11.0
Amsterdam,2014-07-17,14.0
Amsterdam,2014-07-18,20.0
Amsterdam,2014-07-19,14.0
Amsterdam,2014-07-20,8.0
Amsterdam,2014-07-21,18.0
Amsterdam,2014-07-22,12.0
Amsterdam,2014-07-23,10.0
Amsterdam,2014-07-24,10.0
Amsterdam,2014-07-25,16.0
Amsterdam,2014-07-26,21.0
Amsterdam,2014-07-27,15.0
Amsterdam,2014-07-28,13.0
Amsterdam,2014-07-29,8.0
Amsterdam,2014-07-30,7.0
Amsterdam,2014-07-31,14.0
Amsterdam,2014-08-01,19.0
Amsterdam,2014-08-02,20.0
Amsterdam,2014-08-03,8.0
Amsterdam,2014-08-04,7.0
Amsterdam,2014-08-05,10.0
Amsterdam,2014-08-06,12.0
Amsterdam,2014-08-07,18.0
Amsterdam,2014-08-08,16.0
Amsterdam,2014-08-09,8.0
Amsterdam,2014-08-10,8.0
Amsterdam,2014-08-11,6.0
Amsterdam,2014-08-12,7.0
Amsterdam,2014-08-13,6.0
Amsterdam,2014-08-14,7.0
Amsterdam,2014-08-15,8.0
Amsterdam,2014-08-16,5.0
Amsterdam,2014-08-17,4.0
Amsterdam,2014-08-18,6.0
Amsterdam,2014-08-19,6.0
Amsterdam,2014-08-20,8.0
Amsterdam,2014-08-21,9.0
Amsterdam,2014-08-22,8.0
Amsterdam,2014-08-23,7.0
Amsterdam,2014-08-24,7.0
Amsterdam,2014-08-25,16.0
Amsterdam,2014-08-26,17.0
Amsterdam,2014-08-27,16.0
Amsterdam,2014-08-28,15.0
Amsterdam,2014-08-29,9.0
Amsterdam,2014-08-30,7.0
Amsterdam,2014-08-31,9.0
Amsterdam,2014-09-01,12.0
Amsterdam,2014-09-02,13.0
Amsterdam,2014-09-03,14.0
Amsterdam,2014-09-04,20.0
Amsterdam,2014-09-05,39.0
Amsterdam,2014-09-06,35.0
Amsterdam,2014-09-07,14.0
Amsterdam,2014-09-08,13.0
Amsterdam,2014-09-09,7.0
Amsterdam,2014-09-10,19.0
Amsterdam,2014-09-11,19.0
Amsterdam,2014-09-12,18.0
Amsterdam,2014-09-13,19.0
Amsterdam,2014-09-14,14.0
Amsterdam,2014-09-15,18.0
Amsterdam,2014-09-16,34.0
Amsterdam,2014-09-17,28.0
Amsterdam,2014-09-18,27.0
Amsterdam,2014-09-19,27.0
Amsterdam,2014-09-20,32.0
Amsterdam,2014-09-21,10.0
Amsterdam,2014-09-22,17.0
Amsterdam,2014-09-23,30.0
Amsterdam,2014-09-24,33.0
Amsterdam,2014-09-25,7.0
Amsterdam,2014-09-26,9.0
Amsterdam,2014-09-27,15.0
Amsterdam,2014-09-28,23.0
Amsterdam,2014-09-29,29.0
Amsterdam,2014-09-30,28.0
Amsterdam,2014-10-01,21.0
Amsterdam,2014-10-02,13.0
Amsterdam,2014-10-03,24.0
Amsterdam,2014-10-04,24.0
Amsterdam,2014-10-05,4.0
Amsterdam,2014-10-06,19.0
Amsterdam,2014-10-07,7.0
Amsterdam,2014-10-08,10.0
Amsterdam,2014-10-09,10.0
Amsterdam,2014-10-10,13.0
Amsterdam,2014-10-11,17.0
Amsterdam,2014-10-12,15.0
Amsterdam,2014-10-13,14.0
Amsterdam,2014-10-14,10.0
Amsterdam,2014-10-15,12.0
Amsterdam,2014-10-16,14.0
Amsterdam,2014-10-17,13.0
Amsterdam,2014-10-18,10.0
Amsterdam,2014-10-19,12.0
Amsterdam,2014-10-20,6.0
Amsterdam,2014-10-21,8.0
Amsterdam,2014-10-22,9.0
Amsterdam,2014-10-23,14.0
Amsterdam,2014-10-24,14.0
Amsterdam,2014-10-25,12.0
Amsterdam,2014-10-26,11.0
Amsterdam,2014-10-27,17.0
Amsterdam,2014-10-28,25.0
Amsterdam,2014-10-29,23.0
Amsterdam,2014-10-30,28.0
Amsterdam,2014-10-31,27.0
Amsterdam,2014-11-01,17.0
Amsterdam,2014-11-02,13.0
Amsterdam,2014-11-03,6.0
Amsterdam,2014-11-04,16.0
Amsterdam,2014-11-05,35.0
Amsterdam,2014-11-06,35.0
Amsterdam,2014-11-07,13.0
Amsterdam,2014-11-08,10.0
Amsterdam,2014-11-09,13.0
Amsterdam,2014-11-10,17.0
Amsterdam,2014-11-11,18.0
Amsterdam,2014-11-12,17.0
Amsterdam,2014-11-13,20.0
Amsterdam,2014-11-14,22.0
Amsterdam,2014-11-15,18.0
Amsterdam,2014-11-16,20.0
Amsterdam,2014-11-17,15.0
Amsterdam,2014-11-18,25.0
Amsterdam,2014-11-19,25.0
Amsterdam,2014-11-20,27.0
Amsterdam,2014-11-21,25.0
Amsterdam,2014-11-22,23.0
Amsterdam,2014-11-23,21.0
Amsterdam,2014-11-24,10.0
Amsterdam,2014-11-25,18.0
Amsterdam,2014-11-26,22.0
Amsterdam,2014-11-27,27.0
Amsterdam,2014-11-28,31.0
Amsterdam,2014-11-29,40.0
Amsterdam,2014-11-30,41.0
Amsterdam,2014-12-01,31.0
Amsterdam,2014-12-02,43.0
Amsterdam,2014-12-03,38.0
Amsterdam,2014-12-04,47.0
Amsterdam,2014-12-05,38.0
Amsterdam,2014-12-06,12.0
Amsterdam,2014-12-07,13.0
Amsterdam,2014-12-08,8.0
Amsterdam,2014-12-09,14.0
Amsterdam,2014-12-10,8.0
Amsterdam,2014-12-11,6.0
Amsterdam,2014-12-12,7.0
Amsterdam,2014-12-13,9.0
Amsterdam,2014-12-14,18.0
Amsterdam,2014-12-15,12.0
Amsterdam,2014-12-16,10.0
Amsterdam,2014-12-17,10.0
Amsterdam,2014-12-18,8.0
Amsterdam,2014-12-19,7.0
Amsterdam,2014-12-20,8.0
Amsterdam,2014-12-21,8.0
Amsterdam,2014-12-22,10.0
Amsterdam,2014-12-23,8.0
Amsterdam,2014-12-24,7.0
Amsterdam,2014-12-25,9.0
Amsterdam,2014-12-26,14.0
Amsterdam,2014-12-27,11.0
Amsterdam,2014-12-28,13.0
Amsterdam,2014-12-29,10.0
Amsterdam,2014-12-30,11.0
Amsterdam,2014-12-31,25.0
Amsterdam,2015-01-01,52.0
Amsterdam,2015-01-02,11.0
Amsterdam,2015-01-03,9.0
Amsterdam,2015-01-04,8.0
Amsterdam,2015-01-05,27.0
Amsterdam,2015-01-06,24.0
Amsterdam,2015-01-07,12.0
Amsterdam,2015-01-08,10.0
Amsterdam,2015-01-09,9.0
Amsterdam,2015-01-10,10.0
Amsterdam,2015-01-11,9.0
Amsterdam,2015-01-12,9.0
Amsterdam,2015-01-13,5.0
Amsterdam,2015-01-14,5.0
Amsterdam,2015-01-15,6.0
Amsterdam,2015-01-16,9.0
Amsterdam,2015-01-17,10.0
Amsterdam,2015-01-18,19.0
Amsterdam,2015-01-19,22.0
Amsterdam,2015-01-20,29.0
Amsterdam,2015-01-21,37.0
Amsterdam,2015-01-22,35.0
Amsterdam,2015-01-23,44.0
Amsterdam,2015-01-24,24.0
Amsterdam,2015-01-25,12.0
Amsterdam,2015-01-26,10.0
Amsterdam,2015-01-27,10.0
Amsterdam,2015-01-28,11.0
Amsterdam,2015-01-29,6.0
Amsterdam,2015-01-30,7.0
Amsterdam,2015-01-31,11.0
Amsterdam,2015-02-01,8.0
Amsterdam,2015-02-02,7.0
Amsterdam,2015-02-03,9.0
Amsterdam,2015-02-04,13.0
Amsterdam,2015-02-05,12.0
Amsterdam,2015-02-06,23.0
Amsterdam,2015-02-07,21.0
Amsterdam,2015-02-08,13.0
Amsterdam,2015-02-09,8.0
Amsterdam,2015-02-10,9.0
Amsterdam,2015-02-11,29.0
Amsterdam,2015-02-12,48.0
Amsterdam,2015-02-13,46.0
Amsterdam,2015-02-14,26.0
Amsterdam,2015-02-15,53.0
