,ride_id,is_start,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,taxi_id,driver_id
254,1275,True,1577905500000,0,-73.856766,40.773205,-73.813354,40.82846,3,2013000075,2013000075
255,1113,True,1577902260000,0,-73.719215,40.948273,-73.89664,40.72246,3,2013000179,2013000179
256,1248,True,1577904960000,0,-73.743515,40.917343,-73.73291,40.930836,3,2013000105,2013000105
257,261,True,1577885220000,0,-73.799164,40.84652,-73.84975,40.782135,3,2013000146,2013000146
258,703,True,1577894060000,0,-73.85972,40.769455,-73.84434,40.78903,3,2013000061,2013000061
259,842,True,1577896840000,0,-73.74437,40.916252,-73.85126,40.780216,3,2013000089,2013000089
260,552,True,1577891040000,0,-73.83951,40.795174,-73.843376,40.790245,3,2013000063,2013000063
261,1210,True,1577904200000,0,-73.85282,40.77823,-73.85527,40.775112,3,2013000014,2013000014
262,574,True,1577891480000,0,-73.74293,40.91809,-73.79534,40.851383,3,2013000105,2013000105
263,719,True,1577894380000,0,-73.86339,40.76478,-73.750374,40.90861,3,2013000087,2013000087
264,477,True,1577889540000,0,-73.764496,40.89064,-73.74663,40.913383,3,2013000107,2013000107
265,1216,True,1577904320000,0,-73.94695,40.658424,-73.734695,40.928566,2,2013000087,2013000087
266,705,True,1577894100000,0,-73.776726,40.875076,-73.83429,40.801807,3,2013000031,2013000031
267,955,True,1577899100000,0,-73.841125,40.79311,-73.863556,40.764565,3,2013000018,2013000018
268,1155,True,1577903100000,0,-73.89664,40.72246,-73.83225,40.80441,2,2013000027,2013000027
269,1075,True,1577901500000,0,-73.76114,40.89491,-73.83953,40.79514,3,2013000106,2013000106
270,139,True,1577882780000,0,-73.81038,40.832245,-73.85661,40.7734,3,2013000068,2013000068
271,379,True,1577887580000,0,-73.77061,40.88286,-73.77538,40.876785,3,2013000042,2013000042
272,1393,True,1577907860000,0,-73.839195,40.795574,-73.8273,40.81071,3,2013000051,2013000051
273,845,True,1577896900000,0,-73.801186,40.84395,-73.807014,40.83653,3,2013000068,2013000068
274,1067,True,1577901340000,0,-73.7244,40.94167,-73.84668,40.786045,3,2013000119,2013000119
275,291,True,1577885820000,0,-73.85976,40.769405,-73.8548,40.775715,3,2013000011,2013000011
276,235,True,1577884700000,0,-74.02221,40.56265,-73.94731,40.657967,2,2013000121,2013000121
277,189,True,1577883780000,0,-73.760445,40.895794,-73.79466,40.85225,3,2013000030,2013000030
278,447,True,1577888940000,0,-73.8083,40.834896,-73.85977,40.76938,3,2013000038,2013000038
279,398,True,1577887960000,0,-73.84005,40.79448,-73.83076,40.80631,3,2013000004,2013000004
280,489,True,1577889780000,0,-73.85977,40.76938,-73.84053,40.793873,3,2013000031,2013000031
281,608,True,1577892160000,0,-73.79395,40.853153,-73.778275,40.873108,3,2013000094,2013000094
282,764,True,1577895280000,0,-73.86471,40.7631,-73.762665,40.892967,3,2013000121,2013000121
283,1258,True,1577905160000,0,-73.734695,40.928566,-73.75257,40.905815,3,2013000058,2013000058
284,605,True,1577892100000,0,-73.7662,40.888474,-73.8444,40.788944,3,2013000000,2013000000
285,74,True,1577881480000,0,-73.85308,40.7779,-73.75223,40.906258,3,2013000148,2013000148
