,date,RRP,frac_at_neg_RRP,demand,RRP_positive,demand_neg_RRP,RRP_negative,demand_pos_RRP
27,2015-01-28,17.02383823700383,0.0,116763.72499999998,17.02383823700383,0.0,0.0,116763.72499999998
28,2015-01-29,19.624827355577604,0.0,119313.73,19.624827355577604,0.0,0.0,119313.73
29,2015-01-30,21.029356082124878,0.0,121018.15,21.029356082124878,0.0,0.0,121018.15
30,2015-01-31,16.538846727752063,0.0,103822.97,16.538846727752063,0.0,0.0,103822.97
31,2015-02-01,14.578844423632775,0.0,100178.84,14.578844423632775,0.0,0.0,100178.84
32,2015-02-02,22.27003219492855,0.0,118694.15999999996,22.27003219492855,0.0,0.0,118694.15999999996
33,2015-02-03,27.00383232545409,0.0,122880.13,27.00383232545409,0.0,0.0,122880.13
34,2015-02-04,27.809134200122436,0.0,117398.03000000006,27.809134200122436,0.0,0.0,117398.03000000006
35,2015-02-05,31.38457073747281,0.0,122279.42500000006,31.38457073747281,0.0,0.0,122279.42500000006
36,2015-02-06,38.84018027030393,0.0,141837.005,38.84018027030393,0.0,0.0,141837.005
37,2015-02-07,28.761706782507872,0.0,132138.36500000002,28.761706782507872,0.0,0.0,132138.36500000002
38,2015-02-08,23.97410660449817,0.0,112108.215,23.97410660449817,0.0,0.0,112108.215
39,2015-02-09,28.90913470554987,0.0,126813.07500000006,28.90913470554987,0.0,0.0,126813.07500000006
40,2015-02-10,37.522599975546186,0.0,145948.56499999994,37.522599975546186,0.0,0.0,145948.56499999994
41,2015-02-11,32.655454296177695,0.0,149322.85,32.655454296177695,0.0,0.0,149322.85
42,2015-02-12,26.576634936173647,0.0,131376.78000000006,26.576634936173647,0.0,0.0,131376.78000000006
43,2015-02-13,18.736970611657387,0.020833334,136070.62,26.32285732057174,2992.08,-318.66,133078.54
44,2015-02-14,20.24010323118855,0.0,119692.025,20.24010323118855,0.0,0.0,119692.025
45,2015-02-15,24.58418694100164,0.0,125287.70999999998,24.58418694100164,0.0,0.0,125287.70999999998
46,2015-02-16,31.949040602087678,0.0,131832.62999999998,31.949040602087678,0.0,0.0,131832.62999999998
47,2015-02-17,30.25014938549424,0.0,127666.01,30.25014938549424,0.0,0.0,127666.01
48,2015-02-18,30.23579275091724,0.0,125972.765,30.23579275091724,0.0,0.0,125972.765
49,2015-02-19,33.59896067918086,0.0,139399.68999999994,33.59896067918086,0.0,0.0,139399.68999999994
50,2015-02-20,33.538671531902025,0.0,139465.675,33.538671531902025,0.0,0.0,139465.675
51,2015-02-21,31.25281983934463,0.0,136283.03,31.25281983934463,0.0,0.0,136283.03
52,2015-02-22,32.40972720732,0.0,138016.34999999998,32.40972720732,0.0,0.0,138016.34999999998
53,2015-02-23,28.41722912763491,0.020833334,135255.815,32.031875650534204,2658.06,-151.9,132597.755
54,2015-02-24,26.55901189774805,0.0,120263.51499999994,26.55901189774805,0.0,0.0,120263.51499999994
55,2015-02-25,33.32324958709357,0.0,130062.75499999998,33.32324958709357,0.0,0.0,130062.75499999998
56,2015-02-26,39.086578343854896,0.0,131525.85499999998,39.086578343854896,0.0,0.0,131525.85499999998
57,2015-02-27,36.33901155418428,0.0,131069.4,36.33901155418428,0.0,0.0,131069.4
58,2015-02-28,25.1431307255607,0.0,116275.73,25.1431307255607,0.0,0.0,116275.73
59,2015-03-01,24.586148145738974,0.0,103462.78,24.586148145738974,0.0,0.0,103462.78
60,2015-03-02,33.1665262325577,0.0,123301.835,33.1665262325577,0.0,0.0,123301.835
61,2015-03-03,43.73945713891465,0.0,126750.29,43.73945713891465,0.0,0.0,126750.29
62,2015-03-04,37.25248390944717,0.0,120764.18499999994,37.25248390944717,0.0,0.0,120764.18499999994
63,2015-03-05,25.322828102188502,0.0,114967.345,25.322828102188502,0.0,0.0,114967.345
64,2015-03-06,27.750521691103444,0.0,117053.75,27.750521691103444,0.0,0.0,117053.75
65,2015-03-07,22.11321453842982,0.0,108344.575,22.11321453842982,0.0,0.0,108344.575
66,2015-03-08,20.574434125149327,0.0,106348.78000000004,20.574434125149327,0.0,0.0,106348.78000000004
67,2015-03-09,23.808068267830585,0.0,108282.48,23.808068267830585,0.0,0.0,108282.48
68,2015-03-10,31.763749182717145,0.0,125828.53,31.763749182717145,0.0,0.0,125828.53
69,2015-03-11,33.596492876074656,0.0,124418.41500000002,33.596492876074656,0.0,0.0,124418.41500000002
70,2015-03-12,26.04050589212273,0.0,121683.65000000002,26.04050589212273,0.0,0.0,121683.65000000002
71,2015-03-13,24.19536323155708,0.0,120929.81500000002,24.19536323155708,0.0,0.0,120929.81500000002
72,2015-03-14,17.394529560372277,0.0,108738.82,17.394529560372277,0.0,0.0,108738.82
73,2015-03-15,14.37309940037612,0.0,100170.29500000004,14.37309940037612,0.0,0.0,100170.29500000004
74,2015-03-16,22.660799933676437,0.0,123787.075,22.660799933676437,0.0,0.0,123787.075
75,2015-03-17,21.38556947181732,0.0,125600.86,21.38556947181732,0.0,0.0,125600.86
76,2015-03-18,24.43863772854269,0.0,127975.815,24.43863772854269,0.0,0.0,127975.815
77,2015-03-19,24.56824097516005,0.0,128319.44999999994,24.56824097516005,0.0,0.0,128319.44999999994
78,2015-03-20,24.06816285358635,0.0,119491.32,24.06816285358635,0.0,0.0,119491.32
79,2015-03-21,20.47371461376912,0.0,106754.8,20.47371461376912,0.0,0.0,106754.8
80,2015-03-22,18.918695590438112,0.0,106555.02999999996,18.918695590438112,0.0,0.0,106555.02999999996
81,2015-03-23,26.68562797751488,0.0,122810.05,26.68562797751488,0.0,0.0,122810.05
82,2015-03-24,34.05849946121204,0.0,123234.93499999998,34.05849946121204,0.0,0.0,123234.93499999998
83,2015-03-25,28.54875424453945,0.0,122268.86,28.54875424453945,0.0,0.0,122268.86
84,2015-03-26,21.97136289674765,0.0,121998.2,21.97136289674765,0.0,0.0,121998.2
85,2015-03-27,25.77160037895701,0.0,122346.33499999996,25.77160037895701,0.0,0.0,122346.33499999996
86,2015-03-28,29.27136869264161,0.0,112187.71499999995,29.27136869264161,0.0,0.0,112187.71499999995
87,2015-03-29,24.67271635102733,0.0,106418.665,24.67271635102733,0.0,0.0,106418.665
88,2015-03-30,33.75036270251704,0.0,123061.87,33.75036270251704,0.0,0.0,123061.87
89,2015-03-31,31.83656958277266,0.0,125795.32499999998,31.83656958277266,0.0,0.0,125795.32499999998
90,2015-04-01,26.16780585766742,0.0,122042.265,26.16780585766742,0.0,0.0,122042.265
91,2015-04-02,23.46025057579423,0.0,113838.41000000006,23.46025057579423,0.0,0.0,113838.41000000006
92,2015-04-03,20.93937850246524,0.0,98891.06,20.93937850246524,0.0,0.0,98891.06
93,2015-04-04,23.18805616862134,0.0,103999.17,23.18805616862134,0.0,0.0,103999.17
94,2015-04-05,20.50865038296115,0.0,103685.45000000004,20.50865038296115,0.0,0.0,103685.45000000004
95,2015-04-06,17.048552643672853,0.0,107383.37,17.048552643672853,0.0,0.0,107383.37
96,2015-04-07,21.35945998896084,0.020833334,120235.505,21.694137723884737,1763.825,-1.12,118471.68
97,2015-04-08,25.20801652013197,0.0,122129.77499999994,25.20801652013197,0.0,0.0,122129.77499999994
98,2015-04-09,25.20780037238259,0.0,123990.76,25.20780037238259,0.0,0.0,123990.76
99,2015-04-10,25.67711079589216,0.0,121753.115,25.67711079589216,0.0,0.0,121753.115
100,2015-04-11,23.05591230596425,0.0,110034.16500000002,23.05591230596425,0.0,0.0,110034.16500000002
101,2015-04-12,22.05303719079252,0.0,103760.225,22.05303719079252,0.0,0.0,103760.225
102,2015-04-13,29.4082890840202,0.0,125107.78,29.4082890840202,0.0,0.0,125107.78
103,2015-04-14,30.995175632337126,0.0,127793.38,30.995175632337126,0.0,0.0,127793.38
104,2015-04-15,31.09055848150609,0.0,126673.93499999998,31.09055848150609,0.0,0.0,126673.93499999998
105,2015-04-16,40.68150884637011,0.0,126937.94,40.68150884637011,0.0,0.0,126937.94
106,2015-04-17,33.98750481821477,0.0,131031.41500000002,33.98750481821477,0.0,0.0,131031.41500000002
107,2015-04-18,26.140128944389183,0.0,109763.98499999996,26.140128944389183,0.0,0.0,109763.98499999996
108,2015-04-19,24.54069444452221,0.0,107160.54,24.54069444452221,0.0,0.0,107160.54
109,2015-04-20,33.677175825887105,0.0,126696.19,33.677175825887105,0.0,0.0,126696.19
110,2015-04-21,30.47315690343441,0.0,127973.585,30.47315690343441,0.0,0.0,127973.585
111,2015-04-22,36.695283567276576,0.0,128598.49500000002,36.695283567276576,0.0,0.0,128598.49500000002
112,2015-04-23,35.42248474458845,0.0,126483.805,35.42248474458845,0.0,0.0,126483.805
113,2015-04-24,36.49793630135471,0.0,126230.785,36.49793630135471,0.0,0.0,126230.785
114,2015-04-25,25.978308576309576,0.0,111803.625,25.978308576309576,0.0,0.0,111803.625
115,2015-04-26,28.955419758501893,0.0,108217.81999999998,28.955419758501893,0.0,0.0,108217.81999999998
116,2015-04-27,48.67306836044706,0.0,127855.22000000006,48.67306836044706,0.0,0.0,127855.22000000006
117,2015-04-28,46.26803439540405,0.0,132642.14000000007,46.26803439540405,0.0,0.0,132642.14000000007
118,2015-04-29,39.82982088831113,0.0,132814.615,39.82982088831113,0.0,0.0,132814.615
119,2015-04-30,39.09265230582624,0.0,132669.58000000005,39.09265230582624,0.0,0.0,132669.58000000005
120,2015-05-01,47.47446209909714,0.0,126304.445,47.47446209909714,0.0,0.0,126304.445
121,2015-05-02,25.852039897970236,0.0,108487.97500000003,25.852039897970236,0.0,0.0,108487.97500000003
122,2015-05-03,30.627063068381872,0.0,109233.34,30.627063068381872,0.0,0.0,109233.34
123,2015-05-04,28.80303794379707,0.0,122375.47,28.80303794379707,0.0,0.0,122375.47
124,2015-05-05,27.383343970997988,0.0,123734.865,27.383343970997988,0.0,0.0,123734.865
125,2015-05-06,26.022589379521023,0.0,129121.86,26.022589379521023,0.0,0.0,129121.86
126,2015-05-07,29.082030032494224,0.0,131237.185,29.082030032494224,0.0,0.0,131237.185
127,2015-05-08,29.075609053862276,0.0,131138.73,29.075609053862276,0.0,0.0,131138.73
128,2015-05-09,19.602360469306003,0.0,108377.05,19.602360469306003,0.0,0.0,108377.05
129,2015-05-10,13.27984075815268,0.22916667,103811.27999999998,18.30634176767438,19480.25,-8.480147303037691,84331.02999999997
130,2015-05-11,28.47548937776873,0.020833334,123740.245,28.93165225349559,1777.725,-2.82,121962.52
131,2015-05-12,28.355358971648396,0.0,129312.58,28.355358971648396,0.0,0.0,129312.58
132,2015-05-13,33.60290179664811,0.0,136903.26999999993,33.60290179664811,0.0,0.0,136903.26999999993
133,2015-05-14,36.08497609298784,0.0,135217.65,36.08497609298784,0.0,0.0,135217.65
134,2015-05-15,32.88820189304903,0.0,135172.41000000006,32.88820189304903,0.0,0.0,135172.41000000006
135,2015-05-16,35.119355526533425,0.0,117136.63,35.119355526533425,0.0,0.0,117136.63
136,2015-05-17,30.547599465616088,0.0,111897.08500000004,30.547599465616088,0.0,0.0,111897.08500000004
137,2015-05-18,39.333712876632624,0.0,127524.8,39.333712876632624,0.0,0.0,127524.8
138,2015-05-19,34.038317742015856,0.0,133235.47999999998,34.038317742015856,0.0,0.0,133235.47999999998
139,2015-05-20,30.97608603244081,0.0,127522.71,30.97608603244081,0.0,0.0,127522.71
140,2015-05-21,35.621998429091875,0.0,135361.1950000001,35.621998429091875,0.0,0.0,135361.1950000001
141,2015-05-22,34.61410532529531,0.0,133422.45999999993,34.61410532529531,0.0,0.0,133422.45999999993
142,2015-05-23,31.22698432354815,0.0,119331.85,31.22698432354815,0.0,0.0,119331.85
143,2015-05-24,31.49325855571101,0.0,118783.08500000006,31.49325855571101,0.0,0.0,118783.08500000006
144,2015-05-25,51.610330150312826,0.0,136690.92,51.610330150312826,0.0,0.0,136690.92
145,2015-05-26,46.40181363226608,0.0,140886.99499999994,46.40181363226608,0.0,0.0,140886.99499999994
146,2015-05-27,29.884071370619697,0.0,133103.36999999994,29.884071370619697,0.0,0.0,133103.36999999994
147,2015-05-28,26.09688902995369,0.0,127900.235,26.09688902995369,0.0,0.0,127900.235
148,2015-05-29,29.8035800486992,0.0,132338.94,29.8035800486992,0.0,0.0,132338.94
149,2015-05-30,19.04882578619878,0.0,114669.79000000002,19.04882578619878,0.0,0.0,114669.79000000002
150,2015-05-31,18.57271407584552,0.0,113261.26,18.57271407584552,0.0,0.0,113261.26
151,2015-06-01,36.92812664164513,0.0,140919.99500000002,36.92812664164513,0.0,0.0,140919.99500000002
152,2015-06-02,59.856033379584105,0.0,148534.505,59.856033379584105,0.0,0.0,148534.505
153,2015-06-03,50.56268359587062,0.0,146902.94999999998,50.56268359587062,0.0,0.0,146902.94999999998
154,2015-06-04,33.050284794771024,0.0,147155.26500000007,33.050284794771024,0.0,0.0,147155.26500000007
155,2015-06-05,37.966538887440045,0.0,142625.03500000006,37.966538887440045,0.0,0.0,142625.03500000006
156,2015-06-06,30.181346851713837,0.0,120128.29499999998,30.181346851713837,0.0,0.0,120128.29499999998
157,2015-06-07,23.380384849659947,0.0,109609.68500000004,23.380384849659947,0.0,0.0,109609.68500000004
158,2015-06-08,24.35763649574364,0.0,110715.81499999996,24.35763649574364,0.0,0.0,110715.81499999996
159,2015-06-09,36.71427512436855,0.0,132854.13499999998,36.71427512436855,0.0,0.0,132854.13499999998
160,2015-06-10,39.7661374690569,0.0,144125.52500000005,39.7661374690569,0.0,0.0,144125.52500000005
161,2015-06-11,37.4818293809356,0.0,143465.445,37.4818293809356,0.0,0.0,143465.445
162,2015-06-12,37.53937282327403,0.0,145005.62,37.53937282327403,0.0,0.0,145005.62
163,2015-06-13,29.868588147264084,0.0,123754.55,29.868588147264084,0.0,0.0,123754.55
164,2015-06-14,31.598182306207523,0.0,119125.62,31.598182306207523,0.0,0.0,119125.62
165,2015-06-15,36.010981530184175,0.0,136054.145,36.010981530184175,0.0,0.0,136054.145
166,2015-06-16,36.94281938181232,0.0,139073.785,36.94281938181232,0.0,0.0,139073.785
167,2015-06-17,39.27859912759253,0.0,134290.46000000002,39.27859912759253,0.0,0.0,134290.46000000002
168,2015-06-18,37.457763522964186,0.0,137073.77500000002,37.457763522964186,0.0,0.0,137073.77500000002
169,2015-06-19,38.55071373881381,0.0,139781.24500000002,38.55071373881381,0.0,0.0,139781.24500000002
170,2015-06-20,41.09768311326233,0.0,129576.36,41.09768311326233,0.0,0.0,129576.36
171,2015-06-21,33.902389844990694,0.0,124910.57000000002,33.902389844990694,0.0,0.0,124910.57000000002
172,2015-06-22,30.47783118065652,0.0,140431.36,30.47783118065652,0.0,0.0,140431.36
173,2015-06-23,30.238061597309947,0.0,133171.39999999994,30.238061597309947,0.0,0.0,133171.39999999994
174,2015-06-24,32.21777895320034,0.0,135407.56999999998,32.21777895320034,0.0,0.0,135407.56999999998
175,2015-06-25,33.05483816731248,0.0,137379.23,33.05483816731248,0.0,0.0,137379.23
176,2015-06-26,31.928625121738488,0.0,135562.075,31.928625121738488,0.0,0.0,135562.075
177,2015-06-27,28.29254034817156,0.0,124587.43,28.29254034817156,0.0,0.0,124587.43
178,2015-06-28,31.001491761060013,0.0,119277.48,31.001491761060013,0.0,0.0,119277.48
179,2015-06-29,35.775398757157134,0.0,139468.15500000006,35.775398757157134,0.0,0.0,139468.15500000006
180,2015-06-30,37.625258197323454,0.0,143170.055,37.625258197323454,0.0,0.0,143170.055
181,2015-07-01,29.520946164642893,0.0,138930.99999999994,29.520946164642893,0.0,0.0,138930.99999999994
182,2015-07-02,35.618313798582705,0.0,138972.42500000002,35.618313798582705,0.0,0.0,138972.42500000002
183,2015-07-03,42.62957623508712,0.0,145713.81000000006,42.62957623508712,0.0,0.0,145713.81000000006
184,2015-07-04,29.127825267635693,0.0,130073.26999999996,29.127825267635693,0.0,0.0,130073.26999999996
185,2015-07-05,24.003289829317627,0.0,117312.925,24.003289829317627,0.0,0.0,117312.925
186,2015-07-06,36.04178883751983,0.0,143176.33500000002,36.04178883751983,0.0,0.0,143176.33500000002
187,2015-07-07,37.29751745449626,0.0,143984.39,37.29751745449626,0.0,0.0,143984.39
188,2015-07-08,40.583806852183386,0.0,141696.295,40.583806852183386,0.0,0.0,141696.295
189,2015-07-09,38.51727354305408,0.0,141994.37500000006,38.51727354305408,0.0,0.0,141994.37500000006
190,2015-07-10,32.288455374234694,0.0,136884.09499999994,32.288455374234694,0.0,0.0,136884.09499999994
191,2015-07-11,30.62181990761522,0.0,123971.70499999994,30.62181990761522,0.0,0.0,123971.70499999994
192,2015-07-12,33.15211904661641,0.0,124790.69500000008,33.15211904661641,0.0,0.0,124790.69500000008
193,2015-07-13,47.52630152934085,0.0,138680.33500000002,47.52630152934085,0.0,0.0,138680.33500000002
194,2015-07-14,45.25558280965682,0.0,150671.105,45.25558280965682,0.0,0.0,150671.105
195,2015-07-15,50.49741820317424,0.0,151270.54000000007,50.49741820317424,0.0,0.0,151270.54000000007
196,2015-07-16,40.471707641225365,0.0,144797.98,40.471707641225365,0.0,0.0,144797.98
197,2015-07-17,49.218506959512176,0.0,142965.47999999998,49.218506959512176,0.0,0.0,142965.47999999998
198,2015-07-18,44.09776708038166,0.0,130187.44500000008,44.09776708038166,0.0,0.0,130187.44500000008
199,2015-07-19,43.57342247950693,0.0,131141.35500000007,43.57342247950693,0.0,0.0,131141.35500000007
200,2015-07-20,41.79671269083503,0.0,146154.37000000002,41.79671269083503,0.0,0.0,146154.37000000002
201,2015-07-21,28.89548968051305,0.0,138931.81,28.89548968051305,0.0,0.0,138931.81
202,2015-07-22,33.70727752043283,0.0,138418.835,33.70727752043283,0.0,0.0,138418.835
203,2015-07-23,33.975184837407426,0.0,142316.29499999995,33.975184837407426,0.0,0.0,142316.29499999995
204,2015-07-24,27.66982449503573,0.0,136837.15500000006,27.66982449503573,0.0,0.0,136837.15500000006
205,2015-07-25,22.23918850443216,0.0,121021.42500000002,22.23918850443216,0.0,0.0,121021.42500000002
206,2015-07-26,22.384246219384604,0.0,120396.735,22.384246219384604,0.0,0.0,120396.735
207,2015-07-27,35.17621744666596,0.0,142470.4299999999,35.17621744666596,0.0,0.0,142470.4299999999
208,2015-07-28,40.75298792840999,0.0,144008.37,40.75298792840999,0.0,0.0,144008.37
209,2015-07-29,37.23752124402401,0.0,142637.76000000007,37.23752124402401,0.0,0.0,142637.76000000007
210,2015-07-30,29.122837357450624,0.0,143544.11,29.122837357450624,0.0,0.0,143544.11
211,2015-07-31,35.05977108922664,0.0,139584.955,35.05977108922664,0.0,0.0,139584.955
212,2015-08-01,29.88013959282769,0.020833334,125032.57,30.397744002905164,1969.025,-2.4700000000000006,123063.545
213,2015-08-02,23.374186578553463,0.0,117638.06500000006,23.374186578553463,0.0,0.0,117638.06500000006
214,2015-08-03,38.12797815403099,0.020833334,141451.725,38.678130989265405,1978.235,-0.66,139473.49
215,2015-08-04,44.67333637806013,0.0,147550.18499999994,44.67333637806013,0.0,0.0,147550.18499999994
216,2015-08-05,42.595722403546965,0.0,142325.99,42.595722403546965,0.0,0.0,142325.99
217,2015-08-06,48.945172845780746,0.0,143642.35500000007,48.945172845780746,0.0,0.0,143642.35500000007
218,2015-08-07,42.78284919201569,0.0,143060.33000000005,42.78284919201569,0.0,0.0,143060.33000000005
219,2015-08-08,39.1160599841684,0.0,125830.53499999996,39.1160599841684,0.0,0.0,125830.53499999996
220,2015-08-09,29.441329451745705,0.0,120008.455,29.441329451745705,0.0,0.0,120008.455
221,2015-08-10,30.091052372536023,0.0,130978.09500000006,30.091052372536023,0.0,0.0,130978.09500000006
222,2015-08-11,31.943313532221907,0.0,135616.12500000006,31.943313532221907,0.0,0.0,135616.12500000006
223,2015-08-12,37.338413872520256,0.0,138900.5,37.338413872520256,0.0,0.0,138900.5
224,2015-08-13,36.73054057620745,0.0,140905.85,36.73054057620745,0.0,0.0,140905.85
225,2015-08-14,35.43773739384572,0.0,137838.92500000002,35.43773739384572,0.0,0.0,137838.92500000002
226,2015-08-15,34.086154364660594,0.0,122088.76,34.086154364660594,0.0,0.0,122088.76
227,2015-08-16,25.31764940770485,0.0,116648.76999999996,25.31764940770485,0.0,0.0,116648.76999999996
228,2015-08-17,31.793730234012127,0.0,137008.71,31.793730234012127,0.0,0.0,137008.71
229,2015-08-18,45.28668705563682,0.0,148093.96000000005,45.28668705563682,0.0,0.0,148093.96000000005
230,2015-08-19,39.23515303976416,0.0,144024.66,39.23515303976416,0.0,0.0,144024.66
231,2015-08-20,30.545000610674663,0.0,131575.78999999998,30.545000610674663,0.0,0.0,131575.78999999998
232,2015-08-21,38.88847204091129,0.0,126570.47,38.88847204091129,0.0,0.0,126570.47
233,2015-08-22,32.23832166512359,0.0,112275.14999999998,32.23832166512359,0.0,0.0,112275.14999999998
234,2015-08-23,29.441348719774656,0.0,111793.015,29.441348719774656,0.0,0.0,111793.015
235,2015-08-24,26.612662892812505,0.0,128868.255,26.612662892812505,0.0,0.0,128868.255
236,2015-08-25,28.804677709906983,0.0,135051.545,28.804677709906983,0.0,0.0,135051.545
237,2015-08-26,37.13177468136628,0.0,135914.68,37.13177468136628,0.0,0.0,135914.68
238,2015-08-27,41.605335454995405,0.0,141159.77,41.605335454995405,0.0,0.0,141159.77
239,2015-08-28,38.179120074909,0.0,134755.505,38.179120074909,0.0,0.0,134755.505
240,2015-08-29,35.47451361406527,0.0,124448.5,35.47451361406527,0.0,0.0,124448.5
241,2015-08-30,42.41417956298733,0.0,116744.215,42.41417956298733,0.0,0.0,116744.215
242,2015-08-31,50.27328748807543,0.0,137724.89499999993,50.27328748807543,0.0,0.0,137724.89499999993
243,2015-09-01,50.14578439333128,0.0,134116.77,50.14578439333128,0.0,0.0,134116.77
244,2015-09-02,49.03831254278457,0.0,132794.715,49.03831254278457,0.0,0.0,132794.715
245,2015-09-03,45.546264669265824,0.0,132096.335,45.546264669265824,0.0,0.0,132096.335
246,2015-09-04,65.73690671103098,0.0,131384.87999999998,65.73690671103098,0.0,0.0,131384.87999999998
247,2015-09-05,57.17756920334247,0.0,115799.32,57.17756920334247,0.0,0.0,115799.32
248,2015-09-06,40.58176552282384,0.0,109641.375,40.58176552282384,0.0,0.0,109641.375
249,2015-09-07,38.5269787758815,0.0,131619.365,38.5269787758815,0.0,0.0,131619.365
250,2015-09-08,41.710381613120646,0.0,136340.69999999998,41.710381613120646,0.0,0.0,136340.69999999998
251,2015-09-09,48.12810483920397,0.0,132977.45,48.12810483920397,0.0,0.0,132977.45
252,2015-09-10,48.91956662354413,0.0,133541.98,48.91956662354413,0.0,0.0,133541.98
253,2015-09-11,36.088465180783246,0.0,123968.9,36.088465180783246,0.0,0.0,123968.9
254,2015-09-12,37.65455156427283,0.0,108790.00500000002,37.65455156427283,0.0,0.0,108790.00500000002
255,2015-09-13,30.35960586623281,0.0,99161.765,30.35960586623281,0.0,0.0,99161.765
256,2015-09-14,32.345654207960486,0.0,116574.16999999994,32.345654207960486,0.0,0.0,116574.16999999994
257,2015-09-15,34.506522413646806,0.0,123750.5,34.506522413646806,0.0,0.0,123750.5
258,2015-09-16,38.96606247171516,0.0,131795.48500000002,38.96606247171516,0.0,0.0,131795.48500000002
259,2015-09-17,40.639264368153775,0.0,131050.675,40.639264368153775,0.0,0.0,131050.675
260,2015-09-18,40.63008102384907,0.0,130764.58500000002,40.63008102384907,0.0,0.0,130764.58500000002
261,2015-09-19,47.82671203411974,0.0,112377.185,47.82671203411974,0.0,0.0,112377.185
262,2015-09-20,32.85772784357759,0.0,103708.925,32.85772784357759,0.0,0.0,103708.925
263,2015-09-21,44.95597740937284,0.0,120096.70999999998,44.95597740937284,0.0,0.0,120096.70999999998
264,2015-09-22,99.47616670552358,0.0,127755.09499999994,99.47616670552358,0.0,0.0,127755.09499999994
265,2015-09-23,49.76861067078861,0.0,131866.73,49.76861067078861,0.0,0.0,131866.73
266,2015-09-24,54.980526811143854,0.0,130937.62500000006,54.980526811143854,0.0,0.0,130937.62500000006
267,2015-09-25,51.08100178646533,0.0,124278.93,51.08100178646533,0.0,0.0,124278.93
268,2015-09-26,48.78936994398482,0.0,111064.48999999998,48.78936994398482,0.0,0.0,111064.48999999998
269,2015-09-27,43.93161371014861,0.0,106431.815,43.93161371014861,0.0,0.0,106431.815
270,2015-09-28,42.02601537529151,0.0,121796.71500000004,42.02601537529151,0.0,0.0,121796.71500000004
271,2015-09-29,37.64010124609486,0.0,126691.79999999994,37.64010124609486,0.0,0.0,126691.79999999994
272,2015-09-30,41.980968983674906,0.0,129641.245,41.980968983674906,0.0,0.0,129641.245
273,2015-10-01,34.80976298769952,0.0,124356.415,34.80976298769952,0.0,0.0,124356.415
274,2015-10-02,38.306983931110345,0.0,107544.145,38.306983931110345,0.0,0.0,107544.145
275,2015-10-03,30.78069241157053,0.0,100598.55000000002,30.78069241157053,0.0,0.0,100598.55000000002
276,2015-10-04,36.56069849063189,0.0,103828.88,36.56069849063189,0.0,0.0,103828.88
