,ride_id,pickup_datetime,pickup_longitude,dropoff_longitude,pickup_latitude,dropoff_latitude,passenger_count,taxi_id,driver_id,distance,pickup_distance_to_jfk,dropoff_distance_to_jfk,pickup_distance_to_ewr,dropoff_distance_to_ewr,pickup_distance_to_lgr,dropoff_distance_to_lgr,year,weekday,hour
60,5733590a06322a8b2113272cbc27b210,1588734600000,-74.37518,-73.90327,41.542,40.73547,4,97,160,60.89610205228653,69.56642334374119,9.237937823595257,59.821131554587936,14.5556766231313,58.94222372064458,3.2466779178941962,2020,2,3
61,cb089f9283ab13b9315e5fcd5edaff31,1581725300000,-73.993,-73.95114,41.44946,40.55004,4,190,35,62.18223982969144,56.95023642179187,11.053300129591356,53.35249442046556,15.168002515713013,46.880462848235226,16.187520129422943,2020,5,0
62,6ce0eceb73df4355152cb6a3cb251ab1,1592980100000,-73.33069,-73.33178,41.20269,40.79808,4,57,158,27.955908008586665,45.27815443189594,25.760453478328966,56.53715545896174,44.74752469980877,40.84578318456896,28.402920945577364,2020,2,6
63,dc64a99be419b3ba33f85b0224cfcf4f,1586679200000,-73.65197,-73.12172,41.69922,40.59616,4,29,192,81.05311269691155,73.38896642673309,34.56533992177849,74.867383912522,55.5692013460041,64.76180116306438,41.34478680382289,2020,6,8
64,7301b51237838d89a8fd8eea1db19bcc,1589792900000,-74.22661,-74.40412,41.7882,40.51955,3,16,40,88.14028710806693,82.60044192597465,33.91084075771635,75.96109602656344,16.821718426528708,72.23253052681893,32.9919053955332,2020,0,9
65,b83cdda42caff21f01b1a0f5562fc2ba,1591382600000,-73.68904,-74.16464,41.61397,41.71117,1,39,143,25.451396392368117,67.36464015115239,76.60521264279417,68.68626773135458,70.59243822543402,58.629873756116666,66.29411072500808,2020,4,18
66,eef19748c411687a0f37000e38ff2213,1594271000000,-72.94083,-73.28185,41.6025,41.71299,4,20,24,19.18801193692149,79.4328817834426,78.4146859942728,89.99469053570714,84.58150830359698,74.88663481324944,71.62030839949819,2020,3,5
67,d55f53c6d46018952f268309a9f6459d,1582464000000,-73.93982,-74.33971,40.9484,41.10321,1,12,43,23.428465769931435,22.842589234074662,43.35319086074783,21.692562958196195,29.85847966602033,12.33855295366747,33.153043984396014,2020,6,13
68,1c071b3e626c27cbf0b4db44f616ab20,1588129800000,-73.62566,-74.43222,41.31533,41.38061,1,37,130,42.07785345980715,47.24491596088274,61.419137873336496,51.85307352698029,49.604146036923,39.388334958863055,50.844621367409125,2020,2,3
69,44e599859577c882decefcb05ae0591d,1599148600000,-73.97391,-73.04833,41.46746,40.71097,1,7,137,71.09874146747646,57.98662776475796,38.54219028255719,54.75767387294815,59.00909779757464,47.99561841042851,43.4609487441956,2020,3,15
70,eb58ac8219b1625f8befccb513264d20,1605628300000,-74.31908,-73.4061,41.24387,40.55682,1,183,132,67.28068834293192,50.304034156124345,20.369802605127596,39.03889696512181,41.326190603074856,39.742542628474425,28.853700812775795,2020,1,15
71,e53dcadac3bdba0dd8d2d5de2a52a2d8,1594944400000,-73.15817,-74.46893,41.1601,41.58374,2,110,65,73.99717573843391,48.30145746319494,74.3861526498816,62.227365422268164,63.65719135641703,45.77813814042599,63.75618008901984,2020,4,0
72,e581a0c117e96201c58d560ee24d3dce,1605616800000,-73.23294,-73.48763,41.36999,41.01879,3,84,173,27.643406552245395,57.81723945792773,30.18069247946536,67.962868416928,42.498993061221064,52.85988017892077,26.201097848378463,2020,1,12
73,482b0a26c0a655acf99dbf041fbde6c1,1601787600000,-74.08127,-74.19557,41.35364,40.73866,3,23,186,42.90640417507945,51.69464070019291,22.882311352498096,46.14426916266357,3.571371647091835,41.285779202940056,17.03598915360438,2020,6,5
74,be3142d94d4f57b064886294a9e5351a,1602089200000,-73.75697,-74.28348,40.69835,41.06014,3,46,28,37.167127609951095,4.094358388804216,39.18028109389236,21.88158498204114,26.234035289326506,8.184930055318349,28.98338980551664,2020,2,16
75,2ff101812812e75a2bf209133da1a50f,1604675500000,-73.20998,-73.18322,41.09306,40.71699,4,69,89,26.021475882633577,43.074796582168034,31.606364807405303,57.57930555693521,51.95717316116178,40.96906945323863,36.39500374729265,2020,4,15
76,27a0b7fc464087f88cd3e060afdcbba2,1605827600000,-73.5899,-72.92743,41.66117,40.80789,3,19,49,68.26836286945951,71.14313817845027,46.00626849590473,73.69867143208639,65.7862203617122,62.855850672923324,49.56044504519818,2020,3,23
77,61d9e571bac4b0f47703a2c5fa7c14d3,1599099400000,-72.9611,-72.95281,41.52487,41.58154,1,91,87,3.93891057508825,74.41266319328233,77.88430972674172,85.56637027638196,88.54441587471852,70.18821837325933,73.3864579849018,2020,3,2
78,61f0c2cf48abe23d31bfb97e4eddac43,1604456900000,-73.12226,-72.89885,41.41831,41.31972,4,47,149,13.438706547393664,63.64480059965978,65.57789650604877,74.4397854955175,79.49874021992407,59.1271364833946,63.154112310255954,2020,2,2
79,124d96a17aa1ee8d934d7fadc8e03e63,1590235600000,-73.78895,-73.37171,41.20552,40.51807,3,8,179,52.26296981939402,38.987950649324304,22.962763940699034,40.93905339525265,43.74628627479804,29.94510173378088,31.830323943255802,2020,5,12
80,de751144dabdaf9880ac1f50651a5c72,1598492000000,-74.28577,-73.14046,41.4322,41.47889,1,126,151,59.39521914222821,60.713729664254124,66.72803343388135,51.64198003008002,76.64582276945596,50.09547127848649,61.724338652935145,2020,3,1
81,5c6635d32cb437e65448b6a8e2225c0d,1585479000000,-74.04866,-73.96389,40.60694,41.43145,4,40,191,57.13926689315887,14.385847958439271,55.446058307217804,8.721139737765949,52.42481581440658,14.887092395046631,45.466524623858085,2020,6,10
82,5a8b48c62144a59613ff364711bb719f,1592711700000,-74.34144,-73.15612,41.63857,41.77342,1,134,63,61.84755961827028,74.88019144392743,84.63957258419588,66.14679754616074,91.69868378076228,64.30272871321455,78.29560559598505,2020,6,3
83,a9136b4c284156e21b59bbfd11311e7b,1609359400000,-74.28458,-73.02555,41.20959,41.17846,1,50,78,65.49373005414624,47.337307224288686,54.051469434979495,36.39100522908479,68.83254052076023,36.77279147891234,52.23502000556544,2020,2,20
84,51094beb75448edf38cbb5bd1229c94f,1585260100000,-73.74659,-73.43963,40.79183,40.90529,4,149,3,17.85612213718162,10.530709340873562,25.42332348873136,23.49036747754598,41.22784706465898,6.744883391087891,24.37630312928502,2020,3,22
85,79745a5d5f0586ea30d035c92c21f04c,1591164500000,-74.20263,-74.22953,41.49074,40.64788,2,16,13,58.25285425884601,62.71871850895358,23.670815564998502,55.37971127097914,4.0726571865007575,52.20223734407238,20.643817989806323,2020,2,6
86,1b5e683286f6645f27e427313bee0d6d,1600378000000,-73.1692,-74.45865,40.51477,40.91165,3,55,106,72.88480230024885,33.12801386661556,40.20955576485802,54.10080221174469,21.36511134683045,41.148836933606226,31.945465537443162,2020,3,21
87,de6bd7a657ad9af41941aa230694079c,1600552900000,-74.30032,-73.74317,41.64246,41.78875,2,141,15,30.46091814336859,74.31863281979798,79.30191742248242,66.1675856926637,79.18768416095187,63.777671464589154,70.24128092611485,2020,5,22
88,5259de003ce57fc5a26d4e55d6688209,1588607800000,-73.63647,-74.44952,41.18627,40.91916,1,17,156,46.20818823562927,38.37307108946421,40.03163915274732,44.34742350690923,21.4167470396891,30.879201108152913,31.644960158310106,2020,0,15
89,6e84431f4a9d86af4852cbda3f154461,1586534700000,-73.8813,-73.93674,40.68795,41.66406,3,35,17,67.50428167525654,6.296269418917043,71.1461625860216,15.361374376115988,68.46135598175515,6.1577241252860455,61.383490583498755,2020,4,16
90,6600895e41fbbccd9cf73569c700f8b8,1603464200000,-73.45408,-74.28028,40.50637,40.52138,1,40,181,43.41095397359392,19.39280107565616,27.62386443836842,39.85644664818429,12.873234910515063,28.88015488898292,27.66389911594899,2020,4,14
91,0026b5abf26762ff6a515f26a0747955,1600627500000,-73.14126,-74.27089,41.7462,41.64485,1,73,178,58.69784160769558,83.2115800593231,73.92725749829978,90.63115176857505,66.19841568566478,77.02910058017841,63.41846088759107,2020,6,18
92,a4edf60bb263c1cc8d7837e0c8530d24,1607015900000,-74.27515,-72.87356,41.42569,41.31531,4,182,101,73.07235350010751,60.069022503053986,66.29381388741704,51.13538693971768,80.44292583270764,49.45373353596,64.04305081839281,2020,3,17
93,6eefb1d15c895312d5a0c56d955aae61,1586150100000,-73.30763,-73.38288,40.53739,41.15599,2,26,149,42.92170420016706,25.70788501920158,41.11755390134847,46.665997405603726,52.409871697306734,33.987443225994205,36.6410132888749,2020,0,5
94,b6dadb00e9145eded24df39155e6a178,1605357000000,-73.58957,-73.39195,41.57317,41.27981,3,74,50,22.70808637642044,65.1297397198842,48.49966304357903,68.22288045286325,57.701070901546125,56.97072049363147,42.88005165434419,2020,5,12
95,c4954d47ee9a922d1b76f419d2d185fe,1583558800000,-73.76924,-73.82872,40.50556,41.04937,1,151,97,37.702296532330436,9.390247537658489,28.318778304631586,24.769855053650517,30.73505779090914,19.535746853149202,18.973734342506678,2020,5,5
96,ff8395e1d49afbc39d0bbbebb28abc6b,1583216500000,-73.82626,-72.91703,41.7408,41.15908,2,142,161,61.90783659216991,76.00936383722551,57.46293685835997,74.85867005237333,73.22555692206117,66.64519703194121,56.478424055519184,2020,1,6
97,ac1a5eb4520f67b0e0d2c59d70d4ca2f,1582909300000,-74.23442,-73.20804,41.5558,41.56457,2,1,63,53.06670708035544,67.50495000933799,70.35767111184808,59.93673691221785,78.64739374733534,56.988319289563684,64.50940320765699,2020,4,17
98,fe00f0a3fbc6cf178bd18fc4a7f393f7,1600607400000,-73.74082,-72.82705,41.63996,40.74604,3,48,156,77.92126169807543,69.027999591254,50.345231759307666,69.43645903610134,70.67067752880325,60.032148629839874,54.83186476543519,2020,6,13
99,90251559eec100408dbabad197a58a3a,1594914100000,-73.99757,-74.15798,40.93899,41.4565,3,17,186,36.71609968416162,23.555560553734907,59.701620960778804,19.564038573592196,53.00156545430757,12.927645770455232,49.22751541065346,2020,3,15
100,fe81f56987a6ee60fc09df3a4bc51d82,1582180900000,-73.96469,-74.02322,41.13286,40.50702,2,75,93,43.34952686944977,35.334287638665685,15.86075091797632,32.53324086838995,14.898066531322828,25.04559648490391,20.221523572480816,2020,3,6
101,28bf8a1cadaeee2bf306144145228223,1578163000000,-73.43916,-74.28715,40.59182,41.241,2,124,164,63.024253385609256,18.102326455527148,49.2212649016162,39.139045811794304,38.55554596553428,26.12655458321245,38.62958801901889,2020,5,18
102,cc6d3385947c42fc9c8217fd595b0055,1583136500000,-73.129,-73.68676,40.64019,40.85886,3,170,90,32.87255372762508,34.03140723295511,15.773933087508057,54.899786376161124,28.07512751395959,40.146480475641916,11.310380414521406,2020,0,8
103,e922129ebbc3525da6530bd860bb1de3,1580525300000,-72.8744,-73.7191,41.59378,41.54913,1,124,1,43.771810600710864,80.89190036176171,62.80017602318488,92.0848193560728,63.94976332845582,76.72731752585872,53.96084855669063,2020,5,2
104,8d0d0b326439f16ff9969ca0b8bf84e0,1591876200000,-72.89573,-73.74391,41.2446,40.58233,4,2,11,63.679350758804624,62.11440790454908,4.451625285343898,76.95286626454403,23.76011721120084,60.37867805766682,15.072869030406824,2020,3,11
105,57f1815c764d1c9265def538de78f02d,1593711400000,-74.16035,-73.08964,41.20743,41.68585,3,187,27,64.55665772638994,43.911891868636864,80.56676607229622,35.79312363158183,88.99876109949477,33.28480321362271,74.86743691829169,2020,3,17
106,176ba61e2b31257ee503c2205fbb53b8,1600799400000,-74.38953,-74.39973,40.55569,40.58996,1,92,114,2.42758586535189,32.61744503991524,32.79577545677462,14.582271174689371,13.665475084852108,31.041599433249953,30.423500006181943,2020,1,18
107,cb928836e914e30056f6ba86970edb56,1582624500000,-73.75615,-73.89453,40.82763,40.78402,1,139,196,7.839303233342702,12.92534761184122,11.594004349176892,23.884373656900525,16.046374061910367,7.09065316509561,1.181400179544371,2020,1,9
108,8c01fe8ced94c57946a3b1a4174611e5,1583377600000,-73.89771,-72.99455,40.74692,40.83121,1,107,5,47.60340615187679,9.618618095328832,43.068881102167765,15.02798670788307,62.523034229099544,2.4146248035879023,46.147949502920994,2020,3,3
109,b105c590ace52258310a693eb904e092,1589642400000,-74.40058,-74.25494,41.74305,41.64162,4,130,6,10.275021124558542,82.71733287773871,73.43367265205544,73.73544803810938,65.91804690879755,72.13968576110757,62.9419336320077,2020,5,15
110,9e1e8e68c929a06fd56af534bd65f5ce,1581311500000,-72.90607,-74.30531,41.29969,41.16135,1,166,32,73.33290014708284,64.334022183043,45.267397188480956,78.44006326896792,33.30919138072917,62.042217969288544,34.81225736029432,2020,0,5
111,9e72f70984b70a576b5d8be4a5f9c79a,1590340700000,-73.85627,-72.97274,41.32786,41.06292,1,89,109,49.44799499698945,47.61159874732987,51.18734416030968,47.12390188114035,67.87769081211164,38.07886555154906,51.03477237332365,2020,6,17
112,086f5bc35b146c2a22c70ccce7701687,1588396800000,-73.01634,-73.91445,41.349,40.82594,1,78,123,59.10557427266932,62.999732573600895,14.618880832376712,75.63940534025836,16.55612965957446,59.65519782524721,3.994582193335867,2020,5,5
