date,open,high,low,close,volume,quote_av,trades,tb_base_av,tb_quote_av,unix,mean_7_days,mean_14_days,mean_56_days,signal,std_7_days,exp_mean_7_days,exp_std_7_days,momentum_7_days,rate_of_change_7_days,strength_index_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,momentum_14_days,rate_of_change_14_days,strength_index_14_days,std_56_days,exp_mean_56_days,exp_std_56_days,momentum_56_days,rate_of_change_56_days,strength_index_56_days,compound,subjectivity,polarity,close_nextday
2021-02-23 00:00:00,54087.67,54183.59,44892.56,48891.0,169375.025051,8215839131.243386,3825196,82464.142992,4002195292.097356,1614031200000,49034.705510912696,49098.89006944444,49546.86625186013,0.2673611111111111,389.02918058180495,49034.02902387379,466.916575408131,-132.64281249999996,-0.20656086223909775,46.31151478435432,517.4838681258943,49101.50166036988,609.3430442598528,-260.1682291666666,-0.4411720671014269,46.22160738140551,891.6499797441917,49543.688624071154,1075.3508739631268,-1241.1686458333334,-2.3065022336057694,46.10162922349277,0.0,0.0,0.0,49676.2
2021-02-24 00:00:00,48891.0,51374.99,46988.69,49676.2,91881.209252,4574033001.379536,2194532,45750.714831,2278566606.138347,1614117600000,49752.870987103175,49742.08735863095,49691.75119543651,0.517361111111111,213.53395803591494,49753.65340363701,255.79983344691493,25.173576388888872,0.0498189519001405,51.50870337494744,280.731319765695,49744.52522037947,342.3702666916367,38.577534722222204,0.08723414163523142,50.920827667420916,525.5660225443801,49663.69752381842,654.8591271047059,231.21798611111112,0.4961147838072313,50.893540399581745,0.0,0.0,0.0,47073.73
2021-02-25 00:00:00,49676.21,52041.73,46674.34,47073.73,83310.673121,4152188728.141615,2305679,40610.664759,2026068517.6463618,1614204000000,49977.46097718254,49995.36732142857,50017.23508308532,0.4583333333333333,179.60052083982467,49974.68631395909,222.03634818277456,-48.9265972222222,-0.08986160816704915,47.949054634597196,241.71804527955678,49989.50488265766,318.3183771150919,-73.13656249999997,-0.13898368361626046,48.69327701547749,547.3979298393233,50004.51817870524,626.1576329402542,-53.630381944444515,-0.07281548648725202,49.956660943407904,0.0,0.0,0.0,46276.87
2021-02-26 00:00:00,47073.73,48424.11,44106.78,46276.87,109423.200663,5086374532.734615,2371766,53626.904622,2494190193.252283,1614290400000,46661.30447420635,46683.170349702385,46857.84098958334,0.4305555555555555,230.0205138121137,46663.73961013398,276.2443908992368,-30.99593750000004,-0.04478383870867023,48.03696606500844,308.7300931419385,46687.281109929696,366.7896432427706,-87.4534027777778,-0.1562536338856744,48.0540905208074,568.8215527324646,46863.0083285658,704.1712675318255,-450.0980555555556,-0.8885393646320088,47.60192237608255,0.0,0.0,0.0,46106.43
2021-02-27 00:00:00,46276.88,48394.0,45000.0,46106.43,66060.834292,3105897438.550972,1757720,31987.019647,1505012110.949598,1614376800000,47125.68214781746,47132.84579613095,47098.25163256449,0.5520833333333334,146.91905893625855,47126.18399371338,175.9514987107968,-11.556562499999979,-0.01463682515325305,49.7831047450236,191.83540003394117,47127.84355384757,237.1048348114798,-16.338749999999994,-0.036230548193588875,49.768364282073435,371.9511771845783,47109.28006174233,426.5890773572192,76.53604166666673,0.18185575474729884,49.90152938422681,0.0,0.0,0.0,45135.66
2021-02-28 00:00:00,46103.67,46638.46,43000.0,45135.66,83055.369042,3708359965.4545813,1838345,40688.17185,1817797446.602381,1614463200000,44778.35290674603,44779.273407738096,44883.49773623512,0.4236111111111111,168.71886983630716,44776.498302173415,202.92519808021746,-13.578368055555524,-0.028847966193870853,49.498084423427684,222.3087441976695,44783.485518797235,274.9827869548611,-15.603784722222246,-0.018266889782479947,49.291066275342835,456.2812486665314,44916.35867471512,548.304531688796,-355.1371180555557,-0.7140707319664078,47.34898698735028,8.876979166666667,18.766751841329967,5.897929345538721,49587.03
2021-03-01 00:00:00,45134.11,49790.0,44950.53,49587.03,85086.111648,4057515794.8657284,2147223,42616.994361000005,2032566685.614307,1614549600000,47527.233611111114,47477.46077876984,47200.61137462797,0.7395833333333334,135.40854514717466,47528.407434267596,165.48454033255385,106.95423611111106,0.19788198154893347,56.212533674239346,182.94561671824897,47479.20562391696,227.58711761165546,198.29375000000005,0.3939757846126595,56.25257489931199,373.4581229220203,47184.89227073163,541.3637506525316,767.4273611111112,1.6300933109008247,56.46911871365057,0.0,0.0,0.0,48440.65
2021-03-02 00:00:00,49595.76,50200.0,47047.6,48440.65,64221.06214,3120472069.909453,1855583,31377.038077,1525145370.1435206,1614636000000,48597.685590277775,48614.27627232143,48699.63334821429,0.3819444444444444,140.7181333149745,48598.017863666966,166.93504791103,-32.13086805555554,-0.05180226647476081,49.09067404608141,183.64091137413672,48613.86692124879,215.21546574621297,-63.83965277777781,-0.11800689366958482,48.74261299456591,315.55948019242766,48689.34398909759,372.3657667867774,-208.66427083333338,-0.41417871397868056,49.069713237144185,0.0,0.0,0.0,50349.37
2021-03-03 00:00:00,48436.61,52640.0,48100.71,50349.37,81035.913705,4109521257.5407004,2242131,40955.368399,2077586898.6782105,1614722400000,50376.93330357143,50345.26810267858,50118.237385292654,0.6979166666666666,143.74311082106476,50375.78733078804,176.96327288328789,57.69736111111112,0.09840959748224776,55.170307608113085,194.59543577154133,50342.84184414807,245.03409008624214,124.37958333333336,0.23595526893875376,55.46557929468876,404.597056875429,50117.945948281405,534.1447546256856,598.3834027777779,1.2214287534290253,55.05577548351952,0.0,0.0,0.0,48374.09
2021-03-04 00:00:00,50349.37,51773.88,47500.0,48374.09,82649.716829,4079837240.856762,2291936,40269.977888,1987955554.8048146,1614808800000,49408.59254960318,49436.91849950396,49629.347826140875,0.3680555555555556,172.49887279754194,49409.30057727697,217.4532981717255,-52.25420138888894,-0.08518535247695865,48.44142264278111,241.00991638983547,49438.41236203463,300.0041530531601,-111.84149305555559,-0.20163690392544067,47.55697816781338,457.61516374332206,49624.731500484304,519.2374011194476,-508.12805555555565,-0.9926471415561169,47.0673105357041,0.0,0.0,0.0,48751.71
2021-03-05 00:00:00,48374.09,49448.93,46300.0,48751.71,78192.496372,3727133104.8373103,2054216,38318.310377,1827025012.2175493,1614895200000,47703.499761904764,47698.88813740079,47635.658629092264,0.6631944444444444,142.60577186119522,47703.17325931738,174.62149135196196,6.788333333333359,0.014665959175593227,51.39523476591905,189.49771264663454,47696.54479344842,241.12704155758513,23.2989930555556,0.04713906594342319,51.12703693150391,385.0796947314969,47657.19562625528,469.18032629574327,164.70482638888896,0.3541668134258027,50.07274885158102,0.0,0.0,0.0,48882.2
2021-03-06 00:00:00,48746.81,49200.0,47070.0,48882.2,44399.234242,2143910705.2915032,1476474,21500.615617,1038365872.9799548,1614981600000,48347.788017598345,48346.36013716356,48378.35337215321,0.4673913043478261,95.27739832477756,48347.98117244662,113.35422211870707,4.130398550724629,0.007147420463114944,49.89121915422958,122.52050980996819,48348.75957550362,155.75039551297945,2.0517028985507135,0.007411250830042631,49.55671918119083,258.1676123034556,48372.167777659364,329.2794477915809,-86.85452898550724,-0.1658632351908507,49.65260126255173,0.0,0.0,0.0,50971.75
2021-03-07 00:00:00,48882.2,51450.03,48882.2,50971.75,55235.028032,2778875909.4491262,1758101,27885.596964,1402782879.7211535,1615068000000,50175.309910714284,50150.68513888889,50031.76006758432,0.611111111111111,106.93678605071331,50175.94008698681,130.8749247677935,52.07944444444447,0.09116495922057428,53.5610451143879,143.17946994887546,50152.74415633749,179.58219717134065,96.27486111111118,0.18485040701704833,53.53560375762683,283.3655569290128,50017.66595310974,372.7297643393686,329.8677083333335,0.6616774046359345,54.25498581031542,0.0,0.0,0.0,52375.17
2021-03-08 00:00:00,50959.11,52402.78,49274.67,52375.17,66987.359664,3400847931.036074,1999401,33595.42957,1706117798.1054993,1615154400000,50758.350372023815,50747.37715029762,50650.28244481647,0.625,111.68399137953308,50758.689905916195,136.91255855264978,24.211423611111076,0.043117977200051165,52.50372148139655,149.74072247123124,50746.135978985076,194.97038543411915,47.435486111111025,0.08719752332101738,52.42714991489888,345.52794981145695,50668.05007374478,404.13919233323304,250.03812499999978,0.501900019412529,51.708634627164834,0.0,0.0,0.0,54884.5
2021-03-09 00:00:00,52375.18,54895.0,51789.41,54884.5,71656.737076,3861450964.6549034,2194398,35011.541086,1886844773.68463,1615240800000,53931.33095734127,53897.38405009921,53697.90759734623,0.7222222222222222,115.70500826089824,53930.42355187755,142.8797758234492,62.466874999999995,0.09964701367914225,53.8494877573499,157.92671958930507,53896.883372381475,197.01962496573734,136.3004861111111,0.23866737855911255,54.602585239941874,308.044333338734,53690.90430892076,429.53261879333496,530.5799305555555,0.9948529051717575,55.59465214619387,0.0,0.0,0.0,55851.59
2021-03-10 00:00:00,54874.67,57387.69,53005.0,55851.59,84749.238943,4700197563.359212,2647284,42651.887405,2366856292.8667717,1615327200000,55337.59573412698,55319.52161210318,55165.984492187505,0.7048611111111112,153.61635760855387,55336.85077431097,191.74028919883258,32.42506944444441,0.05175046964044223,54.02616425934027,210.3803355732521,55315.92340591311,269.95161049215113,74.76670138888893,0.12595041655466313,54.17390887017794,435.01244644719804,55157.728136537386,546.2352921123852,413.88520833333337,0.7475965161542404,53.56422591375301,0.0,0.0,0.0,57773.16
2021-03-11 00:00:00,55851.59,58150.0,54272.82,57773.16,81914.812859,4612366201.00222,2509970,40603.449668,2288704819.0951066,1615413600000,56249.986493055556,56229.0818625992,56143.509614335315,0.5590277777777778,154.51129371237352,56250.35492098765,187.09911321163278,43.75427083333337,0.06715695743675588,52.610208488524016,205.64131622854305,56232.199894353,250.9967163036978,78.89604166666663,0.13677219293200168,52.395713146135364,393.2307203701414,56158.641999991174,478.5623839305522,210.144548611111,0.382823999912212,51.42331937935151,0.6441416666666667,2.215476704237121,0.7777362055382889,57221.72
2021-03-12 00:00:00,57773.15,58081.51,54962.84,57221.72,73405.406047,4162054726.378839,2489931,35802.941462,2030616300.4734313,1615500000000,56833.07981150793,56839.631029265875,56887.81343998016,0.3611111111111111,147.55506653858285,56833.39035271096,179.3664363919054,-11.42711805555556,-0.014103118694110855,49.323634883926985,196.57652013636917,56840.02427427189,241.35892380442192,-27.203506944444445,-0.040075935316141044,49.20515249944771,358.7395982197504,56874.03430243582,402.77079657527287,-113.52631944444424,-0.18866227117241582,49.59507640255567,20.8904125,45.287159981800606,17.265225842251883,61188.39
2021-03-13 00:00:00,57221.72,61844.0,56078.23,61188.39,83245.091346,4933383453.245978,2559002,44387.231918,2631390814.7727923,1615586400000,58774.47540178571,58726.2783234127,58425.23951946924,0.7708333333333334,137.42444366125883,58774.44888908218,174.1883836744319,96.70263888888883,0.14116296281880703,55.31247599974176,192.8227080767114,58726.38857861262,250.88327248224505,192.4859027777778,0.3065053649090518,55.70477997390705,429.84882729029965,58443.14161834232,589.6877863991591,802.8290624999998,1.3680939417021565,55.72690294818258,0.0,0.0,0.0,58968.31
2021-03-14 00:00:00,61188.38,61724.79,58966.78,58968.31,52601.05275,3176397573.8846426,1829769,25325.267050000002,1530051005.3980403,1615672800000,60481.2738640873,60494.25839781746,60571.06430679563,0.34375,111.42604931551175,60479.56195763586,132.63098333106907,-36.237986111111084,-0.05323028380054825,47.99568131659556,145.12936898448552,60493.14747341204,165.7262458426754,-56.503020833333316,-0.08582233615513955,47.88215748234905,223.46845258765816,60555.565571333,288.54715706843996,-209.13729166666667,-0.3414851638892182,48.97146254780332,0.0,0.0,0.0,55605.2
2021-03-15 00:00:00,58976.08,60633.43,54600.0,55605.2,102771.427298,5874241052.093372,2683815,49825.438347,2848907086.6343694,1615759200000,57538.43566468254,57585.9863640873,57851.56570436508,0.375,188.82412433424454,57538.9686672634,231.9426192847268,-91.15642361111111,-0.13028504377119068,47.85808427316038,257.75173668434184,57585.60541858824,319.6737896247979,-189.62277777777777,-0.29529693547163166,47.076423465591034,510.33819404000525,57852.651465318886,634.4992043312819,-697.6739930555556,-1.1449090306751495,46.11960741777349,0.0,0.0,0.0,56900.75
2021-03-16 00:00:00,55605.2,56938.29,53271.34,56900.75,77986.694355,4304259207.6451,2241208,37825.501493,2088111362.5512385,1615845600000,55340.074895833335,55339.63672123016,55343.58698040675,0.5277777777777778,164.56560648751227,55341.63072673533,201.31323466752258,9.04847222222225,0.019888066547604534,51.714946986267336,222.0959126490916,55339.905560186126,278.5544372898043,9.608576388888943,0.021180959579151323,51.1660278945612,456.83662356924606,55355.87340570826,549.1735064137649,-31.421909722222164,-0.026270877840958412,49.704993116625566,0.0,0.0,0.0,58912.97
2021-03-17 00:00:00,56900.74,58974.73,54123.69,58912.97,70421.620841,3960992972.1542926,2204296,34778.745775,1957825522.6803286,1615932000000,56112.008358134924,56085.4402827381,55943.9492609127,0.5,145.255602660081,56111.90053949299,178.9521623296481,52.011701388888895,0.07882198757540965,51.88653303902489,195.78650603399296,56086.16157567894,252.1983600457232,105.08006944444446,0.17467738928343957,52.12517845500137,414.7667765332515,55961.1418314277,517.1139319851185,376.9145833333334,0.6771286210255485,51.65812915564215,0.0,0.0,0.0,57648.16
2021-03-18 00:00:00,58912.97,60129.97,57023.0,57648.16,66580.406675,3900885761.212806,2040947,32287.379911,1892327691.3666964,1616018400000,58480.74653769841,58490.606078869045,58530.55447668651,0.3125,124.81170495770571,58480.59818001837,156.50665658032884,-20.035208333333305,-0.027719778577089946,47.53534711721719,173.49617518706123,58489.7223986502,220.6747966626184,-39.404930555555545,-0.060654736636148336,48.09857778965235,373.91836889461905,58486.63955871231,512.0030987010427,-89.43673611111113,-0.14546675392212152,50.90097737370608,0.0,0.0,0.0,58030.01
2021-03-19 00:00:00,57641.0,59468.0,56270.74,58030.01,52392.652961,3052711147.934925,1885830,25552.511223,1489274083.2643423,1616104800000,58269.21664186508,58263.532720734125,58213.71395275297,0.6215277777777778,123.94370654104374,58268.91613223253,148.2980389865542,10.062326388888852,0.015140265911689604,51.57059265323091,164.9366121882501,58262.8265691075,193.27208722109785,23.339652777777754,0.03924213559237375,51.43591954671686,274.08788007464904,58220.56296218868,333.6590719390329,148.97135416666674,0.25629576360563083,50.918020768677586,0.0,0.0,0.0,58102.28
2021-03-20 00:00:00,58030.01,59880.0,57820.17,58102.28,44476.941776,2616535093.051585,1724131,22212.446723,1307023993.1234434,1616191200000,58760.763234126985,58759.60594494047,58753.24732142858,0.548611111111111,91.30874245431909,58760.662951542734,111.48855014208603,1.20635416666664,0.002497908202417414,50.77076612113574,124.70643548780946,58759.485272485275,147.80898000906072,4.517743055555504,0.008214685563126939,50.68093381119245,222.6258544063077,58747.63853759616,244.85458649122072,20.295729166666536,0.03470762682907475,50.73304141652642,0.0,0.0,0.0,57351.56
2021-03-21 00:00:00,58100.02,58589.1,55450.11,57351.56,48564.470274,2774223129.62381,1773546,23648.941676,1350989191.2768385,1616277600000,57288.40584821429,57298.655282738095,57360.81182539682,0.4375,107.26152881539029,57288.63019272363,131.7939466065114,-18.531180555555533,-0.02609591049625386,49.068164832550565,144.93479443270377,57298.813323661314,183.2359536457058,-41.1313888888889,-0.06318395567713052,48.733210222911275,305.65504773676713,57378.11399188912,408.1360176424093,-187.4797222222222,-0.30208575463815424,47.388605857334845,0.0,0.0,0.0,54083.25
2021-03-22 00:00:00,57351.56,58430.73,53650.0,54083.25,62581.626169,3527479514.3256526,1927345,30749.059028,1733579080.5690005,1616364000000,56806.67487103175,56842.8157093254,57066.57766431052,0.3159722222222222,135.3401371334684,56806.49019233943,172.2237274934472,-74.65465277777776,-0.1132721815883032,46.48110249587676,190.57354085809706,56843.81607600767,246.29097848334516,-145.46708333333325,-0.23614074543280072,46.204874510795385,396.2536887220786,57026.767533696024,447.2255034076773,-540.3810763888888,-0.932363545420162,47.121550720842556,0.0,0.0,0.0,54340.89
2021-03-23 00:00:00,54083.25,55830.9,53000.0,54340.89,59789.365427000004,3264650774.8174615,1740349,29563.40974,1614722150.8192565,1616450400000,54691.15046626984,54689.895620039686,54691.484205109125,0.5625,124.79272930899823,54691.06102042272,149.58424668696787,2.815729166666639,0.004982886674176797,50.24411134834174,162.95885442088476,54689.68100825505,204.09948141847565,3.1765972222221777,0.0075993985482172175,50.164061670866204,343.2667096564531,54712.741446196735,457.56174896665044,-43.112777777777836,-0.0607659374592417,49.096617182481445,0.0,0.0,0.0,52303.65
2021-03-24 00:00:00,54342.8,57200.0,51700.0,52303.65,83537.465021,4583159614.046461,2401988,39323.130067,2161386678.806821,1616536800000,55158.75078373016,55182.70860863096,55285.945972222224,0.4548611111111111,155.7595867562577,55159.16966972662,198.74015642899073,-45.561770833333306,-0.0699323248178973,47.048529877136595,218.8588759122571,55182.16526359931,288.88805705772046,-94.83402777777776,-0.15819453658309765,47.58011804674575,471.1363080090461,55255.3597553251,608.9414481792294,-218.93888888888887,-0.37210756207868134,49.27749074876621,0.0,0.0,0.0,51293.78
2021-03-25 00:00:00,52303.66,53287.0,50427.56,51293.78,87400.534538,4536327184.95786,2099425,42947.397733,2229351569.587026,1616623200000,52136.81160218254,52148.58121279762,52227.22438802083,0.4618055555555556,163.73208056132424,52135.84185523234,195.63079515012757,-28.68791666666667,-0.045363715877966955,49.485086997412715,216.08897538258057,52147.047120296695,256.21096468692264,-46.99673611111115,-0.07834370779167403,49.251712684553745,405.5251864744617,52275.221918810166,578.7029888638536,-287.3260069444444,-0.49877479649806866,47.17418869002216,0.0,0.0,0.0,55025.59
